,Object-ID,SYS_CODE,LOC_NAME,BED_CODE,MAN_NAME,DES_TYPE,CAT_DES,BLD_CODE,ADDRESS,ST_CODE,LAT,LON,COM_DIST,COUN_DIS,CENSUS_TRACT,BOR_BLOCK,NTA,NTA_NAME,ADM_DIST,DBN_CODE,SCH_NAME,YEAR,TOT_ENRO,GRADE PK,GRADE K,GRADE 1,GRADE 2,GRADE 3,GRADE 4,GRADE 5,GRADE 6,GRADE 7,GRADE 8,GRADE 9,GRADE 10,GRADE 11,GRADE 12,NUM_POV,PERC_POV,ECON_IND
503,K736,1.63931406708808e-312,New American Academy Charter School,332000000000,Charter,General Academic,Elementary,K233,9301 AVENUE B,NY,40.651642,-73.914282,317,42,93000,1.50567987816464e-314,BK96,Rugby-Remsen Village,OFFICE OF CHARTER SCHOOLS,84K736,New American Academy Charter School,2018-19,368,0,49,65,64,63,67,60,0,0,0,0,0,0,0,266,72%,66%
504,K737,1.6417843948084e-312,Brownsville Ascend Charter School,332000000000,Charter,General Academic,K-8,KBVT,1501 PITKIN AVENUE,NY,40.668608,-73.918123,316,41,90000,0,BK81,Brownsville,OFFICE OF CHARTER SCHOOLS,84K737,Brownsville Ascend Charter School,2018-19,1043,0,102,114,121,121,117,111,118,120,119,0,0,0,0,870,83%,79%
505,K738,1.64129032965169e-312,New Visions Charter High School for Advanced Math,332000000000,Charter,General Academic,High school,K495,3000 AVENUE X,NY,40.593157,-73.936635,315,48,62600,1.51888131271558e-314,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,OFFICE OF CHARTER SCHOOLS,84K738,New Visions Charter High School for Advanced Math,2018-19,391,0,0,0,0,0,0,0,0,0,0,110,95,95,91,320,82%,64%
506,K739,1.64129032964181e-312,New Visions Charter High School for the Humanities,332000000000,Charter,General Academic,High school,K495,3000 AVENUE X,NY,40.593157,-73.936635,315,48,62600,1.51888131271558e-314,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,OFFICE OF CHARTER SCHOOLS,84K739,New Visions Charter High School for the Humanities,2018-19,233,0,0,0,0,0,0,0,0,0,0,74,64,49,46,174,75%,69%
507,K740,1.6398081322448e-312,Brooklyn Scholars Charter School,332000000000,Charter,General Academic,K-8,KAJS,2635 LINDEN BOULEVARD,NY,40.669356,-73.867138,305,42,120800,1.50425204030573e-314,BK82,East New York,OFFICE OF CHARTER SCHOOLS,84K740,Brooklyn Scholars Charter School,2018-19,696,0,78,79,77,81,76,77,76,78,74,0,0,0,0,607,87%,76%
508,K741,1.63882000136319e-312,Success Academy Crown Heights (Brooklyn 7),332000000000,Charter,General Academic,Elementary,K161,330 CROWN STREET,NY,40.665757,-73.949243,309,35,31900,1.48860498179601e-314,BK63,Crown Heights South,OFFICE OF CHARTER SCHOOLS,84K741,Success Academy Crown Heights (Brooklyn 7),2018-19,627,0,88,83,86,93,77,118,82,0,0,0,0,0,0,491,78%,65%
509,K742,1.63882000091359e-312,Explore Empower Charter School,332000000000,Charter,General Academic,K-8,K210,188 ROCHESTER AVENUE,NY,40.672710,-73.928917,308,36,34700,1.48895082577183e-314,BK61,Crown Heights North,OFFICE OF CHARTER SCHOOLS,84K742,Explore Empower Charter School,2018-19,503,0,54,58,57,60,58,58,59,50,49,0,0,0,0,407,81%,75%
510,K744,1.64079626349202e-312,Coney Island Preparatory Public Charter School,332000000000,Charter,General Academic,K-12 all grades,K303,501 WEST AVENUE,NY,40.582518,-73.972009,313,47,35400,1.51801670919887e-314,BK23,West Brighton,OFFICE OF CHARTER SCHOOLS,84K744,Coney Island Preparatory Public Charter School,2018-19,1008,0,63,61,64,61,64,92,91,88,86,89,91,84,74,835,83%,78%
511,K745,1.63881580528342e-312,Brooklyn Institute for Liberal Arts,332000000000,DOE,General Academic,High school,K470,600 KINGSTON AVENUE,NY,40.658671,-73.943839,309,40,81000,1.50596643623923e-314,BK60,Prospect Lefferts Gardens-Wingate,,17K745,Brooklyn Institute for Liberal Arts,2018-19,415,0,0,0,0,0,0,0,0,0,0,134,98,97,86,354,85%,70%
512,K746,1.6412903291675e-312,Hebrew Language Academy Charter School,332000000000,Charter,General Academic,K-8,KBZT,2186 MILL AVENUE,NY,40.612258,-73.914312,318,46,69800,1.52404483675211e-314,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,OFFICE OF CHARTER SCHOOLS,84K746,Hebrew Language Academy Charter School,2018-19,710,0,71,89,94,79,88,84,80,58,67,0,0,0,0,494,70%,54%
513,K748,1.64029799729511e-312,P.S. 748 Brooklyn School for Global Scholars,332000000000,DOE,General Academic,Elementary,K163,1664 BENSON AVENUE,NY,40.606739,-74.007469,311,43,18000,1.51381221796375e-314,BK27,Bath Beach,COMMUNITY SCHOOL DISTRICT 20,20K748,P.S. 748 Brooklyn School for Global Scholars,2018-19,531,0,84,105,88,75,84,95,0,0,0,0,0,0,0,392,74%,66%
514,K751,1.63881580531307e-312,Academy for Health Careers,332000000000,DOE,Career Technical,High school,K625,150 ALBANY AVENUE,NY,40.675905,-73.939282,308,36,31100,1.48820479850419e-314,BK61,Crown Heights North,,17K751,Academy for Health Careers,2018-19,301,0,0,0,0,0,0,0,0,0,0,68,75,84,74,253,84%,81%
515,K752,1.63684373876995e-312,Success Academy Fort Greene (Brooklyn 5),331000000000,Charter,General Academic,Elementary,K265,101 PARK AVENUE,NY,40.697177,-73.976104,302,35,21100,1.49221658931547e-314,BK68,Fort Greene,OFFICE OF CHARTER SCHOOLS,84K752,Success Academy Fort Greene (Brooklyn 5),2018-19,287,0,58,51,63,71,44,0,0,0,0,0,0,0,0,224,78%,72%
516,K753,1.51925192891068e-312,P.S. K753 - School for Career Development,308000000000,DOE,Special Education,High school,K085,510 CLERMONT AVENUE,NY,40.682576,-73.969248,302,35,17900,1.4921177761863e-314,BK68,Fort Greene,CITYWIDE SPECIAL EDUCATION,75K753,P.S. K753 - School for Career Development,2018-19,265,0,0,0,0,0,0,0,33,1,0,67,70,43,51,243,92%,94%
517,K756,1.63882000135825e-312,Success Academy Prospect Heights (Brooklyn 6),332000000000,Charter,General Academic,K-8,K138,760 PROSPECT PLACE,NY,40.673943,-73.951559,308,36,31701,1.48828877978267e-314,BK61,Crown Heights North,OFFICE OF CHARTER SCHOOLS,84K756,Success Academy Prospect Heights (Brooklyn 6),2018-19,619,0,74,82,81,72,43,167,80,20,0,0,0,0,0,438,71%,65%
518,K757,1.63684373885394e-312,Unity Prep Charter School,331000000000,Charter,General Academic,Secondary School,K044,432 MONROE STREET,NY,40.686213,-73.940859,303,36,27700,1.49119387342857e-314,BK35,Stuyvesant Heights,OFFICE OF CHARTER SCHOOLS,84K757,Unity Prep Charter School,2018-19,505,0,0,0,0,0,0,0,84,88,89,67,89,88,0,370,73%,76%
519,K758,1.63783186992329e-312,Brooklyn Urban Garden Charter School,332000000000,Charter,General Academic,Junior High-Intermediate-Middle,KBNU,500 19TH STREET,NY,40.656202,-73.982624,307,38,150200,1.48658918160933e-314,BK40,Windsor Terrace,OFFICE OF CHARTER SCHOOLS,84K758,Brooklyn Urban Garden Charter School,2018-19,283,0,0,0,0,0,0,0,99,91,93,0,0,0,0,182,64%,60%
520,K759,1.63931406696951e-312,Canarsie Ascend Charter School,332000000000,Charter,General Academic,Elementary,KAGD,9719 FLATLANDS AVENUE,NY,40.643834,-73.900432,318,46,97400,0,BK50,Canarsie,OFFICE OF CHARTER SCHOOLS,84K759,Canarsie Ascend Charter School,2018-19,856,0,106,120,128,129,125,120,128,0,0,0,0,0,0,632,74%,55%
521,K760,1.63980393170856e-312,Highland Park Community School,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K171,528 RIDGEWOOD AVENUE,NY,40.685852,-73.869434,305,37,118400,1.50262162120413e-314,BK83,Cypress Hills-City Line,COMMUNITY SCHOOL DISTRICT 19,19K760,Highland Park Community School,2018-19,344,0,0,0,0,0,0,0,122,125,97,0,0,0,0,311,90%,82%
522,K763,1.63930986607754e-312,Brooklyn Science and Engineering Academy,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K244,5404 TILDEN AVENUE,NY,40.647851,-73.925592,317,45,94600,1.50561070897422e-314,BK96,Rugby-Remsen Village,COMMUNITY SCHOOL DISTRICT 18,18K763,Brooklyn Science and Engineering Academy,2018-19,317,0,0,0,0,0,0,0,124,111,82,0,0,0,0,246,78%,58%
523,K764,1.63980393666898e-312,The Urban Assembly School for Collaborative Health,332000000000,DOE,Career Technical,High school,K420,999 JAMAICA AVENUE,NY,40.693002,-73.869305,305,37,118000,1.50242398555855e-314,BK99,park-cemetery-etc-Brooklyn,,19K764,The Urban Assembly School for Collaborative Health,2018-19,338,0,0,0,0,0,0,0,0,0,0,99,111,66,62,257,76%,80%
524,K765,1.6383217397364e-312,Nelson Mandela High School,332000000000,DOE,General Academic,High school,K455,1700 FULTON STREET,NY,40.678478,-73.931604,303,36,27100,1.49060099465356e-314,BK61,Crown Heights North,,16K765,Nelson Mandela High School,2018-19,252,0,0,0,0,0,0,0,0,0,0,53,69,56,74,203,81%,84%
525,K766,1.63684373896757e-312,The International Charter School of New York,331000000000,Charter,General Academic,Elementary,KCQF,55 Willoughby Street,NY,40.692434,-73.986867,302,33,1100,1.48292323576201e-314,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,OFFICE OF CHARTER SCHOOLS,84K766,The International Charter School of New York,2018-19,343,0,81,81,80,59,42,0,0,0,0,0,0,0,0,126,37%,39%
526,K769,1.63980813231397e-312,Hyde Leadership Charter School- Brooklyn,332000000000,Charter,General Academic,Elementary,K328,330 ALABAMA AVENUE,NY,40.667985,-73.898249,305,42,113400,1.5008133315531e-314,BK85,East New York (Pennsylvania Ave),OFFICE OF CHARTER SCHOOLS,84K769,Hyde Leadership Charter School- Brooklyn,2018-19,447,0,74,69,67,63,66,58,50,0,0,0,0,0,0,381,85%,87%
527,K770,1.63881580046628e-312,P.S. 770 New American Academy,332000000000,DOE,General Academic,Elementary,K398,60 EAST ��������������,NY,40.663388,-73.927979,317,41,88200,1.50489936017426e-314,BK96,Rugby-Remsen Village,COMMUNITY SCHOOL DISTRICT 17,17K770,P.S. 770 New American Academy,2018-19,317,44,57,51,47,41,42,35,0,0,0,0,0,0,0,168,53%,54%
528,K771,1.51925192899961e-312,P.S. K771,308000000000,DOE,Special Education,K-12 all grades,K225,1075 OCEAN VIEW AVENUE,NY,40.580260,-73.955856,313,48,61004,1.52523996425711e-314,BK19,Brighton Beach,CITYWIDE SPECIAL EDUCATION,75K771,P.S. K771,2018-19,433,0,35,39,46,55,58,81,43,31,23,6,5,4,7,349,81%,85%
529,K772,1.64079626411454e-312,Success Academy Charter School - Bensonhurst - New,332000000000,Charter,General Academic,Elementary,K096,99 AVENUE P,NY,40.608135,-73.984985,311,44,43000,1.51478058317114e-314,BK29,Bensonhurst East,OFFICE OF CHARTER SCHOOLS,84K772,Success Academy Charter School - Bensonhurst - New,2018-19,506,0,130,94,97,97,86,2,0,0,0,0,0,0,0,283,56%,53%
530,K774,1.63980813212128e-312,Achievement First Apollo Charter School,332000000000,Charter,General Academic,K-8,K302,350 LINWOOD STREET,NY,40.677112,-73.884211,305,37,117000,1.50180640350124e-314,BK82,East New York,OFFICE OF CHARTER SCHOOLS,84K774,Achievement First Apollo Charter School,2018-19,868,0,95,97,100,97,95,93,102,98,89,2,0,0,0,691,80%,74%
531,K775,1.64178439474417e-312,Leadership Preparatory Ocean Hill Charter School,332000000000,Charter,General Academic,K-12 all grades,K332,51 CHRISTOPHER AVENUE,NY,40.672216,-73.906018,316,37,90800,1.50044278231872e-314,BK81,Brownsville,OFFICE OF CHARTER SCHOOLS,84K775,Leadership Preparatory Ocean Hill Charter School,2018-19,1202,0,84,91,90,90,90,88,88,82,83,144,122,84,66,961,80%,72%
532,K777,1.64178439471947e-312,Ocean Hill Collegiate Charter School,332000000000,Charter,General Academic,Junior High-Intermediate-Middle,K271,1137 HERKIMER STREET,NY,40.678124,-73.915106,316,41,30100,1.48985495552834e-314,BK79,Ocean Hill,OFFICE OF CHARTER SCHOOLS,84K777,Ocean Hill Collegiate Charter School,2018-19,390,0,61,0,0,0,0,77,82,88,82,0,0,0,0,316,81%,73%
533,K780,1.636843738266e-312,Brooklyn East Collegiate Charter School,331000000000,Charter,General Academic,Junior High-Intermediate-Middle,K458,832 MARCY AVENUE,NY,40.684654,-73.947873,303,36,24900,1.49120377302192e-314,BK75,Bedford,OFFICE OF CHARTER SCHOOLS,84K780,Brooklyn East Collegiate Charter School,2018-19,279,0,0,0,0,0,0,56,75,71,77,0,0,0,0,225,81%,71%
534,K781,1.64129032976532e-312,Success Academy Charter School - Bergen Beach - Ne,332000000000,Charter,General Academic,Elementary,K078,1420 EAST ��������������,NY,40.620537,-73.912914,318,46,69602,1.52363916488503e-314,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,OFFICE OF CHARTER SCHOOLS,84K781,Success Academy Charter School - Bergen Beach - Ne,2018-19,546,0,108,94,96,86,56,106,0,0,0,0,0,0,0,374,69%,51%
535,K782,1.63832593537151e-312,Bedford Stuyvesant New Beginnings Charter School,332000000000,Charter,General Academic,K-8,KAKB,82 LEWIS AVENUE,NY,40.694676,-73.937717,303,36,28300,1.49005754418203e-314,BK35,Stuyvesant Heights,OFFICE OF CHARTER SCHOOLS,84K782,Bedford Stuyvesant New Beginnings Charter School,2018-19,699,0,73,79,83,70,81,76,79,82,76,0,0,0,0,638,91%,88%
536,K784,1.64623098607057e-312,Achievement First North Brooklyn Prep Charter Scho,333000000000,Charter,General Academic,Elementary,K377,200 WOODBINE STREET,NY,40.693542,-73.915159,304,37,41500,1.49879754371807e-314,BK78,Bushwick South,OFFICE OF CHARTER SCHOOLS,84K784,Achievement First North Brooklyn Prep Charter Scho,2018-19,540,0,93,98,97,66,88,98,0,0,0,0,0,0,0,473,88%,77%
537,K785,1.63980813231891e-312,Imagine Me Leadership Charter School,332000000000,Charter,General Academic,Elementary,KAKM,818 SCHENCK AVENUE,NY,40.660077,-73.883469,305,42,110400,1.50370856858937e-314,BK82,East New York,OFFICE OF CHARTER SCHOOLS,84K785,Imagine Me Leadership Charter School,2018-19,223,0,26,28,41,43,46,39,0,0,0,0,0,0,0,181,81%,72%
538,K788,1.63980813280804e-312,Achievement First Linden Elementary School,332000000000,Charter,General Academic,Elementary,K166,800 VAN SICLEN AVE,NY,40.659934,-73.885704,305,42,110400,1.50368387716466e-314,BK82,East New York,OFFICE OF CHARTER SCHOOLS,84K788,Achievement First Linden Elementary School,2018-19,563,0,90,99,96,93,93,92,0,0,0,0,0,0,0,475,84%,77%
539,K789,1.63684373890334e-312,Compass Charter School,331000000000,Charter,General Academic,Elementary,K113,300 ADELPHI STREET,NY,40.688769,-73.971474,302,35,18100,1.49258714003204e-314,BK68,Fort Greene,OFFICE OF CHARTER SCHOOLS,84K789,Compass Charter School,2018-19,318,0,58,57,59,54,52,38,0,0,0,0,0,0,0,88,28%,35%
540,K790,1.64129032963686e-312,Central Brooklyn Ascend Charter School,332000000000,Charter,General Academic,Elementary,KAJY,465 EAST ��������������,NY,40.638957,-73.948982,317,45,82800,1.50796743570135e-314,BK95,Erasmus,OFFICE OF CHARTER SCHOOLS,84K790,Central Brooklyn Ascend Charter School,2018-19,548,0,82,93,96,97,93,87,0,0,0,0,0,0,0,430,79%,71%
541,K791,1.64129032928114e-312,Brooklyn Dreams Charter School,332000000000,Charter,General Academic,K-8,KAKO,259 PARKVILLE AVENUE,NY,40.632149,-73.969887,314,40,48200,1.50899507248207e-314,BK42,Flatbush,OFFICE OF CHARTER SCHOOLS,84K791,Brooklyn Dreams Charter School,2018-19,619,0,46,76,75,81,73,68,70,66,64,0,0,0,0,526,85%,71%
542,K792,1.63931406674718e-312,The Cultural Arts Academy at Spring Creek Charter,332000000000,Charter,General Academic,Elementary,KBXV,1400 LINDEN BOULEVARD,NY,40.654520,-73.908341,316,42,92200,0,BK81,Brownsville,OFFICE OF CHARTER SCHOOLS,84K792,The Cultural Arts Academy at Spring Creek Charter,2018-19,255,0,45,42,49,39,43,37,0,0,0,0,0,0,0,177,69%,55%
543,K793,1.64623098578402e-312,Bushwick Ascend Charter School,333000000000,Charter,General Academic,K-8,KAJP,751 KNICKERBOCKER AVENUE,NY,40.693748,-73.908920,304,37,43700,1.49899022931995e-314,BK77,Bushwick North,OFFICE OF CHARTER SCHOOLS,84K793,Bushwick Ascend Charter School,2018-19,892,0,110,112,110,114,116,79,88,77,86,0,0,0,0,817,92%,79%
544,K803,1.63684373888852e-312,Brooklyn LAB���������������Char,331000000000,Charter,General Academic,Junior High-Intermediate-Middle,KCKX,25 Chapel Street,NY,40.697262,-73.986016,302,33,1300,0,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,OFFICE OF CHARTER SCHOOLS,84K803,Brooklyn LAB���������Charter ,2018-19,709,0,0,0,0,0,0,0,79,187,214,112,117,0,0,694,98%,75%
545,K807,1.63980813277345e-312,Collegiate Academy for Math and Personal Awareness,332000000000,Charter,General Academic,Junior High-Intermediate-Middle,KAMH,1962-84 LINDEN BLVD.,NY,40.657870,-73.888775,305,42,110400,1.50367891229898e-314,BK82,East New York,OFFICE OF CHARTER SCHOOLS,84K807,Collegiate Academy for Math and Personal Awareness,2018-19,106,0,0,0,0,0,0,0,28,34,44,0,0,0,0,80,76%,80%
546,K811,1.51925192919724e-312,P.S. K811 Connie Lekas School,308000000000,DOE,Special Education,Secondary School,K286,2525 HARING STREET,NY,40.591132,-73.938610,315,48,59600,1.5189900066636e-314,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,CITYWIDE SPECIAL EDUCATION,75K811,P.S. K811 Connie Lekas School,2018-19,337,0,0,0,0,0,0,0,14,10,24,48,27,49,165,310,92%,93%
547,K821,1.63782766942658e-312,Sunset Park Prep,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K136,4004 4 AVENUE,NY,40.652127,-74.007596,307,38,8200,1.4857196354599e-314,BK32,Sunset Park West,COMMUNITY SCHOOL DISTRICT 15,15K821,Sunset Park Prep,2018-19,533,0,0,0,0,0,0,0,189,175,169,0,0,0,0,494,93%,89%
548,K839,1.63782766951551e-312,M.S. 839,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K437,713 CATON AVENUE,NY,40.647598,-73.973363,307,39,50400,1.50848620215915e-314,BK40,Windsor Terrace,COMMUNITY SCHOOL DISTRICT 15,15K839,M.S. 839,2018-19,345,0,0,0,0,0,0,0,128,108,109,0,0,0,0,142,41%,45%
549,K876,1.63882000158552e-312,Achievement First Voyager Charter School,332000000000,Charter,General Academic,Secondary School,K092,601 PARKSIDE AVENUE,NY,40.656276,-73.953810,309,40,80200,1.50714233915587e-314,BK60,Prospect Lefferts Gardens-Wingate,OFFICE OF CHARTER SCHOOLS,84K876,Achievement First Voyager Charter School,2018-19,241,0,47,0,0,0,0,59,66,69,0,0,0,0,0,180,75%,67%
550,K879,1.63684373895769e-312,Brooklyn Prospect Charter School Downtown,331000000000,Charter,General Academic,K-8,KBEQ,1104 FULTON STREET,NY,40.681102,-73.956832,303,36,227,1.49215731576587e-314,BK69,Clinton Hill,OFFICE OF CHARTER SCHOOLS,84K879,Brooklyn Prospect Charter School Downtown,2018-19,698,0,60,58,57,56,55,76,128,108,100,0,0,0,0,241,35%,36%
551,K882,1.64623098632255e-312,Success Academy Charter School - Bushwick,333000000000,Charter,General Academic,Elementary,K677,139 MENAHAN STREET,NY,40.695975,-73.919653,304,37,41900,1.49853075518624e-314,BK78,Bushwick South,OFFICE OF CHARTER SCHOOLS,84K882,Success Academy Charter School - Bushwick,2018-19,345,0,100,103,83,59,0,0,0,0,0,0,0,0,0,306,89%,78%
552,K886,1.63882000162505e-312,Success Academy Charter School - Flatbush,332000000000,Charter,General Academic,Elementary,K884,15 SNYDER AVENUE,NY,40.648790,-73.957501,314,40,79400,1.50740915733165e-314,BK95,Erasmus,OFFICE OF CHARTER SCHOOLS,84K886,Success Academy Charter School - Flatbush,2018-19,338,0,127,79,87,45,0,0,0,0,0,0,0,0,0,247,73%,67%
553,K889,1.64128612928343e-312,P.S. 889,332000000000,DOE,General Academic,Elementary,K338,21 HINCKLEY PLACE,NY,40.644861,-73.971010,312,40,49200,1.50858992728897e-314,BK41,Kensington-Ocean Parkway,COMMUNITY SCHOOL DISTRICT 22,22K889,P.S. 889,2018-19,136,36,49,51,0,0,0,0,0,0,0,0,0,0,0,84,62%,61%
554,K890,1.64128612928837e-312,M.S. 890,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K338,21 HINCKLEY PLACE,NY,40.644861,-73.971010,312,40,49200,1.50858992728897e-314,BK41,Kensington-Ocean Parkway,COMMUNITY SCHOOL DISTRICT 22,22K890,M.S. 890,2018-19,213,0,0,0,0,0,0,0,103,110,0,0,0,0,0,164,77%,68%
555,K892,1.63832593606814e-312,Brooklyn Emerging Leaders Academy,332000000000,Charter,General Academic,High school,K057,125 STUYVESANT AVENUE,NY,40.691467,-73.932254,303,36,29100,1.4901810388546e-314,BK35,Stuyvesant Heights,OFFICE OF CHARTER SCHOOLS,84K892,Brooklyn Emerging Leaders Academy,2018-19,115,0,0,0,0,0,0,0,0,0,0,56,59,0,0,84,73%,72%
556,K895,1.64079626435169e-312,Hebrew Language Academy Charter School 2,332000000000,Charter,General Academic,Elementary,KCTL,1870 Stillwell Avenue,NY,40.600808,-73.986345,311,47,298,1.51605032446996e-314,BK29,Bensonhurst East,OFFICE OF CHARTER SCHOOLS,84K895,Hebrew Language Academy Charter School 2,2018-19,231,0,71,86,74,0,0,0,0,0,0,0,0,0,0,180,78%,65%
557,K896,1.63782766979713e-312,The School of Creativity and Innovation,332000000000,DOE,General Academic,Elementary,K682,736 48TH STREET,NY,40.643018,-74.004306,307,38,108,1.48603582808599e-314,BK34,Sunset Park East,COMMUNITY SCHOOL DISTRICT 15,15K896,The School of Creativity and Innovation,2018-19,38,8,30,0,0,0,0,0,0,0,0,0,0,0,0,35,92%,84%
558,K898,1.63832173545285e-312,The Brooklyn Green School,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K335,130 ROCHESTER AVENUE,NY,40.674491,-73.928673,308,36,30700,1.4888915383884e-314,BK61,Crown Heights North,COMMUNITY SCHOOL DISTRICT 16,16K898,The Brooklyn Green School,2018-19,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,37,90%,86%
559,K907,1.63980393243484e-312,M.S. 907,332000000000,DOE,General Academic,Junior High-Intermediate-Middle,K190,590 SHEFFIELD AVENUE,NY,40.662243,-73.894877,305,42,112800,1.50115918590431e-314,BK85,East New York (Pennsylvania Ave),COMMUNITY SCHOOL DISTRICT 19,19K907,M.S. 907,2018-19,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,36,88%,81%
560,K910,1.63980813309953e-312,Cypress Hills Ascend Charter School,332000000000,Charter,General Academic,Early Childhood,KAKT,396 GRANT AVENUE,NY,40.681183,-73.867071,305,37,118600,1.50281927068355e-314,BK83,Cypress Hills-City Line,OFFICE OF CHARTER SCHOOLS,84K910,Cypress Hills Ascend Charter School,2018-19,122,0,66,56,0,0,0,0,0,0,0,0,0,0,0,109,89%,85%
561,K911,1.63684373912073e-312,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,331000000000,Charter,General Academic,Secondary School,KCSH,240 Jay Street,NY,40.697067,-73.987392,302,33,1300,1.48262553996557e-314,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,OFFICE OF CHARTER SCHOOLS,84K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,2018-19,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,48,98%,83%
562,K912,1.64178439566314e-312,Key Collegiate Charter School,332000000000,Charter,General Academic,Elementary,KAIX,250 BLAKE AVENUE,NY,40.665264,-73.910292,316,41,92400,1.49978568340887e-314,BK81,Brownsville,OFFICE OF CHARTER SCHOOLS,84K912,Key Collegiate Charter School,2018-19,114,0,0,0,0,0,69,45,0,0,0,0,0,0,0,110,97%,95%
563,K971,1.64029799839688e-312,"School of Math, Science, and Healthy Living",332000000000,DOE,General Academic,Elementary,K971,6214 4TH AVENUE,NY,40.639518,-74.020343,307,38,7200,1.51084782310057e-314,BK32,Sunset Park West,COMMUNITY SCHOOL DISTRICT 20,20K971,"School of Math, Science, and Healthy Living",2018-19,343,0,64,44,58,56,60,61,0,0,0,0,0,0,0,315,92%,85%
564,M001,1.53259168281105e-312,P.S. 001 Alfred E. Smith,310000000000,DOE,General Academic,Elementary,M001,8 HENRY STREET,NY,40.712550,-73.997478,103,1,2700,4.95444108755769e-315,MN27,Chinatown,COMMUNITY SCHOOL DISTRICT 02,02M001,P.S. 001 Alfred E. Smith,2018-19,295,29,35,40,42,47,47,55,0,0,0,0,0,0,0,223,76%,81%
565,M002,1.53259168281599e-312,P.S. 002 Meyer London,310000000000,DOE,General Academic,Elementary,M002,122 HENRY STREET,NY,40.712907,-73.991523,103,1,600,4.95414445548459e-315,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 02,02M002,P.S. 002 Meyer London,2018-19,483,20,63,84,67,78,79,92,0,0,0,0,0,0,0,450,93%,89%
566,M003,1.53259168282093e-312,P.S. 003 Charrette School,310000000000,DOE,General Academic,Elementary,M003,490 HUDSON STREET,NY,40.732603,-74.005949,102,3,7300,4.96955950126109e-315,MN23,West Village,COMMUNITY SCHOOL DISTRICT 02,02M003,P.S. 003 Charrette School,2018-19,731,54,125,111,127,100,99,115,0,0,0,0,0,0,0,163,22%,18%
567,M004,1.53456794540924e-312,P.S. 004 Duke Ellington,311000000000,DOE,General Academic,Elementary,M004,500 WEST 160 STREET,NY,40.834877,-73.941594,112,7,24500,5.04529967089608e-315,MN36,Washington Heights South,COMMUNITY SCHOOL DISTRICT 06,06M004,P.S. 004 Duke Ellington,2018-19,498,36,64,56,67,82,88,105,0,0,0,0,0,0,0,433,87%,90%
568,M005,1.53456794541418e-312,P.S. 005 Ellen Lurie,311000000000,DOE,General Academic,Elementary,M005,3703 TENTH AVENUE,NY,40.857633,-73.922277,112,10,29900,5.04688072048803e-315,MN01,Marble Hill-Inwood,COMMUNITY SCHOOL DISTRICT 06,06M005,P.S. 005 Ellen Lurie,2018-19,552,36,72,79,90,98,110,67,0,0,0,0,0,0,0,507,92%,88%
569,M006,1.53259168283576e-312,P.S. 006 Lillie D. Blake,310000000000,DOE,General Academic,Elementary,M006,45 EAST ��������������,NY,40.777737,-73.960427,108,4,14200,5.01442056309035e-315,MN40,Upper East Side-Carnegie Hill,COMMUNITY SCHOOL DISTRICT 02,02M006,P.S. 006 Lillie D. Blake,2018-19,671,83,104,109,100,90,86,99,0,0,0,0,0,0,0,82,12%,10%
570,M007,1.53357981413238e-312,P.S. 007 Samuel Stern,310000000000,DOE,General Academic,K-8,M007,160 EAST 120 STREET,NY,40.800616,-73.939374,111,8,19600,5.02800736835098e-315,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M007,P.S. 007 Samuel Stern,2018-19,407,29,30,24,25,27,40,32,54,76,70,0,0,0,0,376,92%,93%
571,M008,1.534567945429e-312,P.S. 008 Luis Belliard,311000000000,DOE,General Academic,Elementary,M008,465 WEST 167 STREET,NY,40.839235,-73.936614,112,10,24900,5.04500312775479e-315,MN36,Washington Heights South,COMMUNITY SCHOOL DISTRICT 06,06M008,P.S. 008 Luis Belliard,2018-19,495,37,63,80,90,90,77,58,0,0,0,0,0,0,0,482,97%,89%
