,Object-ID,SYS_CODE,LOC_NAME,BED_CODE,MAN_NAME,DES_TYPE,CAT_DES,BLD_CODE,ADDRESS,ST_CODE,LAT,LON,COM_DIST,COUN_DIS,CENSUS_TRACT,BOR_BLOCK,NTA,NTA_NAME,ADM_DIST,DBN_CODE,SCH_NAME,YEAR,TOT_ENRO,GRADE PK,GRADE K,GRADE 1,GRADE 2,GRADE 3,GRADE 4,GRADE 5,GRADE 6,GRADE 7,GRADE 8,GRADE 9,GRADE 10,GRADE 11,GRADE 12,NUM_POV,PERC_POV,ECON_IND
928,Q013,1.69168082083122e-312,P.S. 013 Clement C. Moore,342000000000,DOE,General Academic,Elementary,Q013,55-01 94 STREET,NY,40.737441,-73.867662,404,25,45700,1.98565479105505e-314,QN29,Elmhurst,COMMUNITY SCHOOL DISTRICT 24,24Q013,P.S. 013 Clement C. Moore,2018-19,1515,0,230,237,254,258,281,255,0,0,0,0,0,0,0,1100,73%,77%
929,Q014,1.69168082083616e-312,P.S. 014 Fairview,342000000000,DOE,General Academic,Elementary,Q014,107-01 OTIS AVENUE,NY,40.741020,-73.854570,404,21,43900,1.98591664436515e-314,QN25,Corona,COMMUNITY SCHOOL DISTRICT 24,24Q014,P.S. 014 Fairview,2018-19,1574,0,189,216,248,310,287,324,0,0,0,0,0,0,0,1286,82%,86%
930,Q015,1.69415114907031e-312,P.S. 015 Jackie Robinson,343000000000,DOE,General Academic,Elementary,Q015,121-15 LUCAS STREET,NY,40.686050,-73.756546,412,27,37600,2.03887058250005e-314,QN08,St. Albans,COMMUNITY SCHOOL DISTRICT 29,29Q015,P.S. 015 Jackie Robinson,2018-19,440,36,71,67,67,64,61,74,0,0,0,0,0,0,0,327,74%,64%
931,Q016,1.69168082084604e-312,P.S. Q016 The Nancy DeBenedittis School,342000000000,DOE,General Academic,Elementary,Q721,41-15 104 STREET,NY,40.748996,-73.860547,404,21,40300,1.986069786929e-314,QN26,North Corona,COMMUNITY SCHOOL DISTRICT 24,24Q016,P.S. Q016 The Nancy DeBenedittis School,2018-19,1509,0,163,182,218,345,309,292,0,0,0,0,0,0,0,1283,85%,88%
932,Q017,1.69464521472603e-312,P.S. 017 Henry David Thoreau,343000000000,DOE,General Academic,Elementary,Q017,28-37 29 STREET,NY,40.768034,-73.922544,401,22,7100,1.97919733379535e-314,QN71,Old Astoria,COMMUNITY SCHOOL DISTRICT 30,30Q017,P.S. 017 Henry David Thoreau,2018-19,586,54,117,78,82,86,84,85,0,0,0,0,0,0,0,407,70%,75%
933,Q018,1.69266895214761e-312,P.S. 018 Winchester,343000000000,DOE,General Academic,Elementary,Q018,86-35 235 COURT,NY,40.731853,-73.732290,413,23,162100,2.01556550647979e-314,QN43,Bellerose,COMMUNITY SCHOOL DISTRICT 26,26Q018,P.S. 018 Winchester,2018-19,590,36,78,79,64,90,98,145,0,0,0,0,0,0,0,346,59%,45%
934,Q019,1.69168082086087e-312,P.S. 019 Marino Jeantet,342000000000,DOE,General Academic,Elementary,Q019,98-02 ROOSEVELT AVENUE,NY,40.748600,-73.866557,404,21,40900,1.98420221878772e-314,QN26,North Corona,COMMUNITY SCHOOL DISTRICT 24,24Q019,P.S. 019 Marino Jeantet,2018-19,1889,0,319,322,299,301,335,313,0,0,0,0,0,0,0,1669,88%,86%
935,Q020,1.69217488651165e-312,P.S. 020 John Bowne,343000000000,DOE,General Academic,Elementary,Q020,142-30 BARCLAY AVENUE,NY,40.758347,-73.824388,407,20,85500,2.00119807700466e-314,QN22,Flushing,COMMUNITY SCHOOL DISTRICT 25,25Q020,P.S. 020 John Bowne,2018-19,1213,91,165,210,211,164,187,185,0,0,0,0,0,0,0,1080,89%,80%
936,Q021,1.69217488651659e-312,P.S. 021 Edward Hart,343000000000,DOE,General Academic,Elementary,Q021,147-36 26 AVENUE,NY,40.774134,-73.818581,407,19,104700,1.99999255682881e-314,QN51,Murray Hill,COMMUNITY SCHOOL DISTRICT 25,25Q021,P.S. 021 Edward Hart,2018-19,1346,88,185,196,218,197,236,226,0,0,0,0,0,0,0,1024,76%,65%
937,Q022,1.69217488652153e-312,P.S. 022 Thomas Jefferson,343000000000,DOE,General Academic,Elementary,Q022,153-33 SANFORD AVENUE,NY,40.761744,-73.811373,407,20,116700,2.00258640146947e-314,QN51,Murray Hill,COMMUNITY SCHOOL DISTRICT 25,25Q022,P.S. 022 Thomas Jefferson,2018-19,915,36,145,154,153,148,147,132,0,0,0,0,0,0,0,818,89%,77%
938,Q023,1.51925193024466e-312,P.S. Q023 @ Queens Children Center,308000000000,DOE,Special Education,K-12 all grades,QAPM,74-03 COMMONWEALTH BOULEVARD,NY,40.747914,-73.723644,413,23,156700,2.01776903876617e-314,QN43,Bellerose,CITYWIDE SPECIAL EDUCATION,75Q023,P.S. Q023 @ Queens Children Center,2018-19,313,0,7,13,15,16,20,18,18,19,24,52,51,32,28,267,85%,89%
939,Q024,1.69217488653141e-312,P.S. 024 Andrew Jackson,343000000000,DOE,General Academic,Elementary,Q024,141-11 HOLLY AVENUE,NY,40.751972,-73.818100,407,20,120500,2.00195894798057e-314,QN52,East Flushing,COMMUNITY SCHOOL DISTRICT 25,25Q024,P.S. 024 Andrew Jackson,2018-19,1046,36,154,152,153,151,197,203,0,0,0,0,0,0,0,689,66%,69%
940,Q025,1.69217488653635e-312,I.S. 025 Adrien Block,343000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q025,34-65 192 STREET,NY,40.764884,-73.789365,411,19,113900,2.00225537748676e-314,QN48,Auburndale,COMMUNITY SCHOOL DISTRICT 25,25Q025,I.S. 025 Adrien Block,2018-19,1053,0,0,0,0,0,0,0,347,357,349,0,0,0,0,577,55%,48%
941,Q026,1.69266895218713e-312,P.S. 026 Rufus King,343000000000,DOE,General Academic,Elementary,Q026,195-02 69 AVENUE,NY,40.735935,-73.777607,408,23,134700,2.01142544338114e-314,QN41,Fresh Meadows-Utopia,COMMUNITY SCHOOL DISTRICT 26,26Q026,P.S. 026 Rufus King,2018-19,715,30,113,126,115,108,110,113,0,0,0,0,0,0,0,472,66%,55%
942,Q028,1.69168082090533e-312,P.S. 28 - The Thomas Emanuel Early Childhood Cente,342000000000,DOE,General Academic,Early Childhood,Q028,109-10 47 AVENUE,NY,40.747017,-73.854268,404,21,41500,1.9861587296147e-314,QN25,Corona,COMMUNITY SCHOOL DISTRICT 24,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,2018-19,473,11,158,152,152,0,0,0,0,0,0,0,0,0,0,374,79%,83%
943,Q029,1.69217488655611e-312,P.S. 029 Queens,343000000000,DOE,General Academic,Elementary,Q029,125-10 23 AVENUE,NY,40.778029,-73.842967,407,19,90700,1.99715662644453e-314,QN23,College Point,COMMUNITY SCHOOL DISTRICT 25,25Q029,P.S. 029 Queens,2018-19,703,36,106,115,102,114,116,114,0,0,0,0,0,0,0,578,82%,70%
944,Q031,1.69266895221184e-312,P.S. 031 Bayside,343000000000,DOE,General Academic,Elementary,Q031,211-45 46 ROAD,NY,40.757701,-73.768994,411,19,144700,2.01240843490791e-314,QN46,Bayside-Bayside Hills,COMMUNITY SCHOOL DISTRICT 26,26Q031,P.S. 031 Bayside,2018-19,539,33,71,73,100,85,96,81,0,0,0,0,0,0,0,313,58%,44%
945,Q032,1.69217488657094e-312,P.S. 032 State Street,343000000000,DOE,General Academic,Elementary,Q032,171-11 35 AVENUE,NY,40.765459,-73.794323,407,19,114100,2.00223067420447e-314,QN51,Murray Hill,COMMUNITY SCHOOL DISTRICT 25,25Q032,P.S. 032 State Street,2018-19,994,35,173,159,174,154,164,135,0,0,0,0,0,0,0,640,64%,54%
946,Q033,1.69415114915924e-312,P.S. 033 Edward M. Funk,343000000000,DOE,General Academic,Elementary,Q033,91-37 222 STREET,NY,40.727172,-73.734102,413,23,56000,2.02940428472574e-314,QN34,Queens Village,COMMUNITY SCHOOL DISTRICT 29,29Q033,P.S. 033 Edward M. Funk,2018-19,952,0,147,155,161,161,165,163,0,0,0,0,0,0,0,726,76%,59%
947,Q034,1.69415114916418e-312,P.S. 034 John Harvard,343000000000,DOE,General Academic,Elementary,Q034,104-12 SPRINGFIELD BOULEVARD,NY,40.710986,-73.737702,413,27,58200,2.03135588355206e-314,QN34,Queens Village,COMMUNITY SCHOOL DISTRICT 29,29Q034,P.S. 034 John Harvard,2018-19,600,35,95,94,80,101,97,98,0,0,0,0,0,0,0,524,87%,68%
948,Q035,1.69415114916912e-312,P.S. 035 Nathaniel Woodhull,343000000000,DOE,General Academic,Elementary,Q035,191-02 90 AVENUE,NY,40.713438,-73.768894,412,23,48200,2.02787762484448e-314,QN07,Hollis,COMMUNITY SCHOOL DISTRICT 29,29Q035,P.S. 035 Nathaniel Woodhull,2018-19,674,34,107,112,114,117,93,97,0,0,0,0,0,0,0,554,82%,71%
949,Q036,1.69415114917406e-312,P.S. 036 Saint Albans School,343000000000,DOE,General Academic,Elementary,Q036,187-01 FOCH BOULEVARD,NY,40.691306,-73.764081,412,27,36600,2.03771942486128e-314,QN08,St. Albans,COMMUNITY SCHOOL DISTRICT 29,29Q036,P.S. 036 Saint Albans School,2018-19,408,0,64,70,63,56,74,81,0,0,0,0,0,0,0,278,68%,68%
950,Q037,1.694151149179e-312,Cynthia Jenkins School,343000000000,DOE,General Academic,Elementary,Q037,179-37 137 AVENUE,NY,40.676201,-73.758778,412,27,35200,2.04045659102889e-314,QN08,St. Albans,COMMUNITY SCHOOL DISTRICT 29,29Q037,Cynthia Jenkins School,2018-19,421,30,44,61,55,75,71,85,0,0,0,0,0,0,0,340,81%,72%
951,Q038,1.69415114918394e-312,P.S. 038 Rosedale,343000000000,DOE,General Academic,Elementary,Q038,135-21 241 STREET,NY,40.671150,-73.733774,413,31,63800,2.04158794355218e-314,QN05,Rosedale,COMMUNITY SCHOOL DISTRICT 29,29Q038,P.S. 038 Rosedale,2018-19,283,0,43,51,57,44,43,45,0,0,0,0,0,0,0,200,71%,50%
952,Q040,1.69365708354798e-312,P.S. 040 Samuel Huntington,343000000000,DOE,General Academic,Elementary,Q040,109-20 UNION HALL STREET,NY,40.693559,-73.790975,412,28,26000,2.03629650048522e-314,QN01,South Jamaica,COMMUNITY SCHOOL DISTRICT 28,28Q040,P.S. 040 Samuel Huntington,2018-19,396,30,53,46,52,73,58,84,0,0,0,0,0,0,0,350,88%,84%
953,Q041,1.69266895226124e-312,P.S. 041 Crocheron,343000000000,DOE,General Academic,Elementary,Q041,214-43 35 AVENUE,NY,40.770155,-73.771225,411,19,109700,2.00650434204099e-314,QN46,Bayside-Bayside Hills,COMMUNITY SCHOOL DISTRICT 26,26Q041,P.S. 041 Crocheron,2018-19,464,0,76,90,68,77,79,74,0,0,0,0,0,0,0,175,38%,31%
954,Q042,1.69316301791202e-312,P.S./M.S 042 R. Vernam,343000000000,DOE,General Academic,K-8,Q042,488 BEACH ��������������,NY,40.594358,-73.794804,414,31,96400,2.05550577921838e-314,QN12,Hammels-Arverne-Edgemere,COMMUNITY SCHOOL DISTRICT 27,27Q042,P.S./M.S 042 R. Vernam,2018-19,642,57,57,71,75,65,73,62,69,51,62,0,0,0,0,609,95%,88%
955,Q043,1.69316301791696e-312,P.S. 043,343000000000,DOE,General Academic,K-8,Q043,160 BEACH ��������������,NY,40.593480,-73.761086,414,31,99802,2.05442376903114e-314,QN15,Far Rockaway-Bayswater,COMMUNITY SCHOOL DISTRICT 27,27Q043,P.S. 043,2018-19,896,88,83,83,91,97,103,120,87,78,66,0,0,0,0,836,93%,86%
956,Q045,1.69316301792685e-312,P.S. 045 Clarence Witherspoon,343000000000,DOE,General Academic,Elementary,Q045,126-28 150 STREET,NY,40.671871,-73.788866,412,28,78800,2.03606428963168e-314,QN76,Baisley Park,COMMUNITY SCHOOL DISTRICT 27,27Q045,P.S. 045 Clarence Witherspoon,2018-19,319,59,41,39,41,49,42,48,0,0,0,0,0,0,0,269,84%,71%
957,Q046,1.69266895228595e-312,P.S. 046 Alley Pond,343000000000,DOE,General Academic,Elementary,Q046,64-45 218 STREET,NY,40.745744,-73.758042,411,23,136700,2.0139054454157e-314,QN42,Oakland Gardens,COMMUNITY SCHOOL DISTRICT 26,26Q046,P.S. 046 Alley Pond,2018-19,559,36,78,93,69,87,97,99,0,0,0,0,0,0,0,260,47%,39%
958,Q047,1.69316301793673e-312,P.S. 047 Chris Galas,343000000000,DOE,General Academic,K-8,Q047,9 POWER ROAD,NY,40.606476,-73.821089,414,32,107201,2.05191909533449e-314,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,COMMUNITY SCHOOL DISTRICT 27,27Q047,P.S. 047 Chris Galas,2018-19,244,31,20,29,28,20,35,29,26,15,11,0,0,0,0,106,43%,35%
959,Q048,1.69365708358751e-312,P.S. 048 William Wordsworth,343000000000,DOE,General Academic,Elementary,Q276,108-29 155 STREET,NY,40.693736,-73.796358,412,28,25400,2.02638062570021e-314,QN01,South Jamaica,COMMUNITY SCHOOL DISTRICT 28,28Q048,P.S. 048 William Wordsworth,2018-19,563,49,73,86,76,97,89,93,0,0,0,0,0,0,0,503,89%,81%
960,Q049,1.69168082100908e-312,P.S. 049 Dorothy Bonawit Kole,342000000000,DOE,General Academic,K-8,Q049,63-60 80th Street,NY,40.719567,-73.875493,405,30,66300,1.99103516840859e-314,QN21,Middle Village,COMMUNITY SCHOOL DISTRICT 24,24Q049,P.S. 049 Dorothy Bonawit Kole,2018-19,1204,0,123,133,131,125,132,136,142,138,144,0,0,0,0,611,51%,35%
961,Q050,1.69365708359739e-312,P.S. 050 Talfourd Lawn Elementary School,343000000000,DOE,General Academic,Elementary,Q050,143-26 101 AVENUE,NY,40.694868,-73.806842,412,28,20600,2.0257877296329e-314,QN61,Jamaica,COMMUNITY SCHOOL DISTRICT 28,28Q050,P.S. 050 Talfourd Lawn Elementary School,2018-19,848,90,127,121,123,126,125,136,0,0,0,0,0,0,0,752,89%,75%
962,Q051,1.69316301795649e-312,P.S. 051,343000000000,DOE,General Academic,Early Childhood,Q051,87-45 117 STREET,NY,40.698286,-73.831532,409,29,12200,2.02234409899831e-314,QN54,Richmond Hill,COMMUNITY SCHOOL DISTRICT 27,27Q051,P.S. 051,2018-19,245,35,97,113,0,0,0,0,0,0,0,0,0,0,0,189,77%,67%
963,Q052,1.69415114925311e-312,P.S. 052 Queens,343000000000,DOE,General Academic,Elementary,Q052,178-37 146 TERRACE,NY,40.661427,-73.767161,413,31,32000,2.04223517893548e-314,QN03,Springfield Gardens South-Brookville,COMMUNITY SCHOOL DISTRICT 29,29Q052,P.S. 052 Queens,2018-19,413,33,57,72,68,59,68,56,0,0,0,0,0,0,0,330,80%,77%
964,Q053,1.69316301796637e-312,M.S. 053 Brian Piccolo,343000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q053,10-45 NAMEOKE STREET,NY,40.604019,-73.749891,414,31,103202,2.05312438824015e-314,QN15,Far Rockaway-Bayswater,COMMUNITY SCHOOL DISTRICT 27,27Q053,M.S. 053 Brian Piccolo,2018-19,230,0,0,0,0,0,0,0,48,79,103,0,0,0,0,199,87%,90%
965,Q054,1.69365708361715e-312,P.S. 054 Hillside,343000000000,DOE,General Academic,Elementary,Q054,86-02 127 STREET,NY,40.702656,-73.824629,409,29,14201,2.02211187579312e-314,QN54,Richmond Hill,COMMUNITY SCHOOL DISTRICT 28,28Q054,P.S. 054 Hillside,2018-19,536,0,73,93,82,85,106,97,0,0,0,0,0,0,0,414,77%,82%
966,Q055,1.69365708362209e-312,P.S. 055 Maure,343000000000,DOE,General Academic,Elementary,Q055,131-10 97 AVENUE,NY,40.693610,-73.816156,409,28,15400,2.02308518511543e-314,QN54,Richmond Hill,COMMUNITY SCHOOL DISTRICT 28,28Q055,P.S. 055 Maure,2018-19,513,72,70,72,71,77,67,84,0,0,0,0,0,0,0,406,79%,65%
967,Q056,1.69316301798119e-312,P.S. 056 Harry Eichler,343000000000,DOE,General Academic,Elementary,Q056,86-10 114 STREET,NY,40.698989,-73.835735,409,32,13000,2.02184510801204e-314,QN54,Richmond Hill,COMMUNITY SCHOOL DISTRICT 27,27Q056,P.S. 056 Harry Eichler,2018-19,358,0,0,0,88,92,87,91,0,0,0,0,0,0,0,281,79%,68%
968,Q058,1.69168082105355e-312,P.S. 58 - The School of Heroes,342000000000,DOE,General Academic,Elementary,Q058,72-24 GRAND AVENUE,NY,40.728517,-73.890638,405,30,49302,1.99010630325552e-314,QN30,Maspeth,COMMUNITY SCHOOL DISTRICT 24,24Q058,P.S. 58 - The School of Heroes,2018-19,1024,36,146,134,151,134,145,144,134,0,0,0,0,0,0,749,73%,57%
969,Q059,1.6941511492877e-312,I.S. 059 Springfield Gardens,343000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q059,132-55 RIDGEDALE STREET,NY,40.681881,-73.752772,412,27,35200,2.03912259303436e-314,QN08,St. Albans,COMMUNITY SCHOOL DISTRICT 29,29Q059,I.S. 059 Springfield Gardens,2018-19,599,0,0,0,0,0,0,0,201,197,201,0,0,0,0,391,65%,59%
970,Q060,1.69316301800096e-312,P.S. 060 Woodhaven,343000000000,DOE,General Academic,Elementary,Q060,91-02 88 AVENUE,NY,40.691467,-73.852792,409,32,1800,2.02037773353796e-314,QN53,Woodhaven,COMMUNITY SCHOOL DISTRICT 27,27Q060,P.S. 060 Woodhaven,2018-19,1177,132,169,152,182,185,157,200,0,0,0,0,0,0,0,968,82%,73%
971,Q061,1.69168082106837e-312,I.S. 061 Leonardo Da Vinci,342000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q061,98-50 50 AVENUE,NY,40.741898,-73.862886,404,21,44302,1.98560538053794e-314,QN25,Corona,COMMUNITY SCHOOL DISTRICT 24,24Q061,I.S. 061 Leonardo Da Vinci,2018-19,2251,0,0,0,0,0,0,0,716,773,762,0,0,0,0,2090,93%,85%
972,Q062,1.69316301801084e-312,P. S. 62 - Chester Park School,343000000000,DOE,General Academic,Elementary,Q062,97-25 108 STREET,NY,40.688359,-73.835567,409,28,11000,2.02275416113271e-314,QN54,Richmond Hill,COMMUNITY SCHOOL DISTRICT 27,27Q062,P. S. 62 - Chester Park School,2018-19,911,36,152,161,141,150,136,135,0,0,0,0,0,0,0,601,66%,71%
973,Q063,1.69316301801578e-312,P.S. 063 Old South,343000000000,DOE,General Academic,Elementary,Q063,90-15 SUTTER AVENUE,NY,40.676978,-73.846796,410,32,5400,2.02149430559339e-314,QN56,Ozone Park,COMMUNITY SCHOOL DISTRICT 27,27Q063,P.S. 063 Old South,2018-19,1213,99,167,154,185,178,203,227,0,0,0,0,0,0,0,955,79%,67%
974,Q064,1.69316301802072e-312,P.S. 064 Joseph P. Addabbo,343000000000,DOE,General Academic,Elementary,Q064,82-01 101 AVENUE,NY,40.681901,-73.856956,409,32,4200,2.02099035319991e-314,QN53,Woodhaven,COMMUNITY SCHOOL DISTRICT 27,27Q064,P.S. 064 Joseph P. Addabbo,2018-19,555,0,73,76,95,108,94,109,0,0,0,0,0,0,0,402,72%,76%
975,Q065,1.69316301802566e-312,P.S. 65 - The Raymond York Elementary School,343000000000,DOE,General Academic,Elementary,Q884,103-22 99 STREET,NY,40.682293,-73.841675,410,32,4002,2.02132631635689e-314,QN56,Ozone Park,COMMUNITY SCHOOL DISTRICT 27,27Q065,P.S. 65 - The Raymond York Elementary School,2018-19,454,32,55,82,64,80,72,69,0,0,0,0,0,0,0,304,67%,74%
976,Q066,1.6931630180306e-312,P.S. 066 Jacqueline Kennedy Onassis,343000000000,DOE,General Academic,Elementary,Q066,85-11 102 STREET,NY,40.697941,-73.846135,409,32,2400,2.02163263211665e-314,QN54,Richmond Hill,COMMUNITY SCHOOL DISTRICT 27,27Q066,P.S. 066 Jacqueline Kennedy Onassis,2018-19,492,36,85,66,67,76,82,80,0,0,0,0,0,0,0,400,81%,65%
977,Q067,1.6926689523897e-312,J.H.S. 067 Louis Pasteur,343000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q067,51-60 MARATHON PARKWAY,NY,40.762241,-73.734832,411,19,150701,2.01687972603838e-314,QN45,Douglas Manor-Douglaston-Little Neck,COMMUNITY SCHOOL DISTRICT 26,26Q067,J.H.S. 067 Louis Pasteur,2018-19,951,0,0,0,0,0,0,0,363,312,276,0,0,0,0,405,43%,30%
978,Q068,1.69168082110296e-312,P.S. 068 Cambridge,342000000000,DOE,General Academic,Elementary,Q068,59-09 SAINT FELIX AVENUE,NY,40.696961,-73.897372,405,30,55700,1.99394519332371e-314,QN20,Ridgewood,COMMUNITY SCHOOL DISTRICT 24,24Q068,P.S. 068 Cambridge,2018-19,597,53,86,90,69,94,81,124,0,0,0,0,0,0,0,389,65%,71%
979,Q069,1.69464521498295e-312,P.S. 069 Jackson Heights,343000000000,DOE,General Academic,Elementary,Q069,77-02 37 AVENUE,NY,40.748804,-73.888457,403,25,28700,1.98262614937749e-314,QN28,Jackson Heights,COMMUNITY SCHOOL DISTRICT 30,30Q069,P.S. 069 Jackson Heights,2018-19,1018,60,146,154,132,163,194,169,0,0,0,0,0,0,0,614,60%,66%
980,Q070,1.69464521498789e-312,P.S. 070,343000000000,DOE,General Academic,Elementary,Q070,30-45 42 STREET,NY,40.761762,-73.913964,401,22,14900,1.97970128717696e-314,QN70,Astoria,COMMUNITY SCHOOL DISTRICT 30,30Q070,P.S. 070,2018-19,859,85,131,126,124,137,126,130,0,0,0,0,0,0,0,665,77%,70%
981,Q071,1.69168082111778e-312,P.S. 071 Forest,342000000000,DOE,General Academic,Elementary,Q071,62-85 FOREST AVENUE,NY,40.711388,-73.904798,405,30,59500,1.99351535917622e-314,QN20,Ridgewood,COMMUNITY SCHOOL DISTRICT 24,24Q071,P.S. 071 Forest,2018-19,700,60,117,112,90,100,93,128,0,0,0,0,0,0,0,593,85%,69%
982,Q072,1.69365708370609e-312,Catherine & Count Basie Middle School 72,343000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q072,133-25 GUY R BREWER BOULEVARD,NY,40.675014,-73.775643,412,28,33402,2.03799621921057e-314,QN02,Springfield Gardens North,COMMUNITY SCHOOL DISTRICT 28,28Q072,Catherine & Count Basie Middle School 72,2018-19,337,0,0,0,0,0,0,0,101,102,134,0,0,0,0,274,81%,76%
983,Q073,1.69168082112766e-312,I.S. 73 - The Frank Sansivieri Intermediate School,342000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q073,70-02 54 AVENUE,NY,40.728558,-73.893318,405,30,49302,1.98862906179643e-314,QN30,Maspeth,COMMUNITY SCHOOL DISTRICT 24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2018-19,1971,0,0,0,0,0,0,0,605,674,692,0,0,0,0,1302,66%,68%
984,Q074,1.69266895242428e-312,J.H.S. 074 Nathaniel Hawthorne,343000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q074,61-15 OCEANIA STREET,NY,40.744743,-73.766653,411,23,136700,2.01441927368737e-314,QN42,Oakland Gardens,COMMUNITY SCHOOL DISTRICT 26,26Q074,J.H.S. 074 Nathaniel Hawthorne,2018-19,1158,0,0,0,0,0,0,0,413,368,377,0,0,0,0,535,46%,37%
985,Q075,1.51925193050157e-312,Robert E. Peary School,308000000000,DOE,Special Education,K-8,Q075,16-66 HANCOCK STREET,NY,40.698699,-73.904888,405,34,55300,1.99379699487478e-314,QN20,Ridgewood,CITYWIDE SPECIAL EDUCATION,75Q075,Robert E. Peary School,2018-19,560,14,32,57,42,51,54,77,82,99,52,0,0,0,0,449,80%,83%
986,Q076,1.69464521501753e-312,P.S. 076 William Hallet,343000000000,DOE,General Academic,Elementary,Q076,36-36 10 STREET,NY,40.760862,-73.941630,401,26,3900,1.97801157624533e-314,QN68,Queensbridge-Ravenswood-Long Island City,COMMUNITY SCHOOL DISTRICT 30,30Q076,P.S. 076 William Hallet,2018-19,446,33,65,70,73,73,72,60,0,0,0,0,0,0,0,353,79%,86%
987,Q077,1.69168082114742e-312,I.S. 077,342000000000,DOE,General Academic,Junior High-Intermediate-Middle,Q849,976 SENECA AVENUE,NY,40.699101,-73.902147,405,34,55500,1.99386615368982e-314,QN20,Ridgewood,COMMUNITY SCHOOL DISTRICT 24,24Q077,I.S. 077,2018-19,928,0,0,0,0,0,0,0,263,319,346,0,0,0,0,835,90%,80%
988,Q078,1.69464521502741e-312,P.S./I.S. 78Q,343000000000,DOE,General Academic,K-8,Q868,48-09 CENTER BOULEVARD,NY,40.744368,-73.957177,402,26,100,1.9763515156753e-314,QN31,Hunters Point-Sunnyside-West Maspeth,COMMUNITY SCHOOL DISTRICT 30,30Q078,P.S./I.S. 78Q,2018-19,737,37,99,116,87,92,84,85,50,43,44,0,0,0,0,171,23%,20%
989,Q079,1.69217488680315e-312,P.S. 079 Francis Lewis,343000000000,DOE,General Academic,Elementary,Q079,147-27 15 DRIVE,NY,40.786201,-73.817338,407,19,103900,1.99922181442129e-314,QN49,Whitestone,COMMUNITY SCHOOL DISTRICT 25,25Q079,P.S. 079 Francis Lewis,2018-19,1088,36,145,171,176,179,191,190,0,0,0,0,0,0,0,541,50%,38%
990,Q080,1.69365708374561e-312,PS 80 ���������������The Thurgood Marshall Magnet Scho,343000000000,DOE,General Academic,Elementary,Q080,171-05 137TH AVENUE,NY,40.673483,-73.769119,412,28,33402,2.03799616782775e-314,QN02,Springfield Gardens North,COMMUNITY SCHOOL DISTRICT 28,28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,2018-19,472,29,64,59,66,70,96,88,0,0,0,0,0,0,0,353,75%,62%
991,Q081,1.69168082116719e-312,P.S. 81Q Jean Paul Richter,342000000000,DOE,General Academic,Elementary,Q081,559 CYPRESS AVENUE,NY,40.703942,-73.911885,405,34,54500,1.99324362010662e-314,QN20,Ridgewood,COMMUNITY SCHOOL DISTRICT 24,24Q081,P.S. 81Q Jean Paul Richter,2018-19,643,46,88,97,98,92,103,119,0,0,0,0,0,0,0,511,80%,84%
992,Q082,1.69365708375549e-312,P.S. 082 Hammond,343000000000,DOE,General Academic,Elementary,Q082,88-02 144 STREET,NY,40.703897,-73.812200,412,24,21400,2.02410790446078e-314,QN35,Briarwood-Jamaica Hills,COMMUNITY SCHOOL DISTRICT 28,28Q082,P.S. 082 Hammond,2018-19,653,0,104,112,109,98,115,115,0,0,0,0,0,0,0,523,80%,85%
993,Q083,1.69168502538916e-312,Central Queens Academy Charter School,342000000000,Charter,General Academic,Junior High-Intermediate-Middle,QADC,55-30 JUNCTION BOULEVARD,NY,40.737321,-73.866454,404,25,45700,1.98565478413814e-314,QN29,Elmhurst,OFFICE OF CHARTER SCHOOLS,84Q083,Central Queens Academy Charter School,2018-19,419,0,0,0,0,0,0,110,104,104,101,0,0,0,0,355,85%,74%
994,Q084,1.69464521505706e-312,P.S. 084 Steinway,343000000000,DOE,General Academic,Elementary,Q084,22-45 41 STREET,NY,40.771154,-73.906117,401,22,11900,1.98018547299208e-314,QN72,Steinway,COMMUNITY SCHOOL DISTRICT 30,30Q084,P.S. 084 Steinway,2018-19,285,44,49,29,32,47,42,42,0,0,0,0,0,0,0,153,54%,58%
995,Q085,1.694645215062e-312,P.S. 085 Judge Charles Vallone,343000000000,DOE,General Academic,Elementary,Q085,23-70 31 STREET,NY,40.773126,-73.915039,401,22,11500,1.980422631419e-314,QN72,Steinway,COMMUNITY SCHOOL DISTRICT 30,30Q085,P.S. 085 Judge Charles Vallone,2018-19,636,62,95,98,107,102,85,87,0,0,0,0,0,0,0,253,40%,46%
