,LON,LAT,TOT_ENRO
300,40.665199,-73.959484,339
301,40.69805,-73.920187,528
302,40.693542,-73.915159,155
303,40.642684,-73.90788,535
304,40.70179,-73.953702,570
305,40.623788,-73.946836,255
306,40.649602,-73.957173,360
307,40.697898,-73.919088,909
308,40.689883,-73.904695,505
309,40.665553,-73.91788,307
310,40.67271,-73.928917,392
311,40.677528,-73.904143,186
312,40.668232,-73.911788,425
313,40.658663,-73.946358,187
314,40.663388,-73.927979,286
315,40.648277,-73.951664,330
316,40.672216,-73.906018,316
317,40.696457,-73.911751,238
318,40.657266,-73.874064,551
319,40.632829,-73.952356,4156
320,40.688323,-73.935509,529
321,40.649602,-73.957173,196
322,40.673766,-73.895976,496
323,40.582627,-73.968733,1904
324,40.692015,-73.95818,421
325,40.710107,-73.954678,616
326,40.689574,-73.950714,300
327,40.69733,-73.984528,571
328,40.657266,-73.874064,528
329,40.690007,-73.989369,184
330,40.610499,-73.947661,3797
331,40.685006,-73.993293,246
332,40.688896,-73.976435,5937
333,40.69733,-73.984528,359
334,40.656952,-73.983116,302
335,40.660805,-73.988743,580
336,40.613041,-74.002308,3427
337,40.659618,-73.913508,389
338,40.683951,-73.980266,545
339,40.679462,-74.002022,684
340,40.709765,-73.944463,698
341,40.64664,-73.881997,338
342,40.709765,-73.944463,302
343,40.678478,-73.931604,439
344,40.669255,-73.97858,436
345,40.669255,-73.97858,268
346,40.669255,-73.97858,690
347,40.593028,-73.986313,669
348,40.703703,-73.935969,934
349,40.711134,-73.938921,674
350,40.711134,-73.938921,304
351,40.711134,-73.938921,831
352,40.694629,-73.988323,435
353,40.673124,-73.920095,168
354,40.636721,-74.023419,1235
355,40.68291,-73.990292,238
356,40.715561,-73.954815,527
357,40.626827,-74.038103,4559
358,40.690742,-73.970896,528
359,40.674456,-73.912685,239
360,40.685006,-73.993293,723
361,40.688399,-73.920603,589
362,40.678591,-73.961636,150
363,40.666868,-73.895122,277
364,40.64195,-74.019299,989
365,40.666868,-73.895122,239
366,40.621299,-73.982583,3214
367,40.64195,-74.019299,784
368,40.666868,-73.895122,409
369,40.682422,-73.965928,804
370,40.666868,-73.895122,250
371,40.665568,-73.912102,153
372,40.650793,-74.008106,500
373,40.68192,-73.9456,1172
374,40.655644,-73.906662,196
375,40.684869,-73.990884,582
376,40.678124,-73.915106,173
377,40.669805,-73.960689,368
378,40.619671,-73.959141,3693
379,40.694629,-73.988323,500
380,40.669805,-73.960689,213
381,40.642619,-73.992151,226
382,40.658671,-73.943839,352
383,40.669557,-73.934316,449
384,40.578356,-73.934449,1057
385,40.695339,-73.977674,473
386,40.649602,-73.957173,467
387,40.697898,-73.919088,918
388,40.649602,-73.957173,297
389,40.58807,-73.981925,2203
390,40.649602,-73.957173,576
391,40.694723,-73.929315,479
392,40.658671,-73.943839,462
393,40.669805,-73.960689,382
394,40.669805,-73.960689,296
395,40.696457,-73.911751,335
396,40.696457,-73.911751,231
397,40.684654,-73.947873,225
398,40.697378,-73.913172,430
399,40.649055,-73.972312,660
400,40.695436,-73.927349,302
401,40.665446,-73.897604,294
402,40.715561,-73.954815,580
403,40.593028,-73.986313,286
404,40.715561,-73.954815,682
405,40.688647,-73.910589,370
406,40.647728,-73.922212,659
407,40.695875,-73.915217,196
408,40.634451,-73.916927,189
409,40.634451,-73.916927,350
410,40.666251,-73.923881,119
411,40.647728,-73.922212,294
412,40.593028,-73.986313,378
413,40.634451,-73.916927,341
414,40.715268,-73.9573,488
415,40.634451,-73.916927,222
416,40.659088,-73.928744,268
417,40.708804,-73.939385,294
418,40.693002,-73.869305,267
419,40.709765,-73.944463,471
420,40.657712,-73.919818,172
421,40.66679,-73.951823,1332
422,40.686147,-73.979829,226
423,40.683446,-73.925851,768
424,40.678591,-73.961636,178
425,40.685486,-73.953692,363
426,40.680679,-73.910719,386
427,40.669805,-73.960689,1200
428,40.695444,-73.986105,776
429,40.657712,-73.919818,839
430,40.6351,-73.982424,549
431,40.721448,-73.953328,329
432,40.593157,-73.936635,414
433,40.705005,-73.93879,382
434,40.67878,-73.875328,676
435,40.692015,-73.95818,205
436,40.640543,-73.898601,240
437,40.693002,-73.869305,422
438,40.583263,-73.963764,412
439,40.674456,-73.912685,1095
440,40.693654,-73.941278,319
441,40.681528,-73.935891,286
442,40.647728,-73.922212,282
443,40.593157,-73.936635,210
444,40.640543,-73.898601,460
445,40.645965,-73.898607,205
446,40.634451,-73.916927,300
447,40.693002,-73.869305,430
448,40.640543,-73.898601,264
449,40.655644,-73.906662,217
450,40.678124,-73.915106,651
451,40.669561,-73.955188,237
452,40.655644,-73.906662,227
453,40.68797,-73.932066,354
454,40.68797,-73.932066,378
455,40.675936,-74.003372,481
456,40.661945,-73.92044,1538
457,40.659934,-73.885704,312
458,40.683951,-73.980266,939
459,40.693002,-73.869305,302
460,40.673766,-73.895976,376
461,40.677112,-73.884211,471
462,40.677112,-73.884211,483
463,40.665446,-73.897604,193
464,40.680679,-73.910719,102
465,40.655583,-74.004342,1216
466,40.659618,-73.913508,134
467,40.678478,-73.931604,292
468,40.695389,-73.968759,810
469,40.666187,-73.911279,199
470,40.659914,-73.920658,196
471,40.695444,-73.986105,426
472,40.677914,-74.005151,121
473,40.669358,-73.879131,514
474,40.669358,-73.879131,265
475,40.665817,-73.876084,648
476,40.6921,-73.9317,179
477,40.606994,-73.986678,385
478,40.67002,-73.874537,270
479,40.669255,-73.97858,675
480,40.70554,-73.955741,224
481,40.606994,-73.986678,534
482,40.691467,-73.932254,105
483,40.60498,-73.995084,929
484,40.69453,-73.971644,215
485,40.719818,-73.947932,389
486,40.665568,-73.912102,205
487,40.677968,-74.014363,181
488,40.69447,-73.947256,214
489,40.691275,-73.961134,433
490,40.656423,-73.951575,520
491,40.6771,-73.960093,370
492,40.647893,-73.97872,773
493,40.668768,-73.90514,353
494,40.655644,-73.906662,779
495,40.6881,-73.924422,1433
496,40.58807,-73.981925,480
497,40.662092,-73.936313,258
498,40.644134,-73.892797,797
499,40.576976,-73.985413,245
500,40.677914,-74.005151,324
501,40.689569,-73.925087,618
502,40.695875,-73.915217,472
503,40.651642,-73.914282,368
504,40.668608,-73.918123,1043
505,40.593157,-73.936635,391
506,40.593157,-73.936635,233
507,40.669356,-73.867138,696
508,40.665757,-73.949243,627
509,40.67271,-73.928917,503
510,40.582518,-73.972009,1008
511,40.658671,-73.943839,415
512,40.612258,-73.914312,710
513,40.606739,-74.007469,531
514,40.675905,-73.939282,301
515,40.697177,-73.976104,287
516,40.682576,-73.969248,265
517,40.673943,-73.951559,619
518,40.686213,-73.940859,505
519,40.656202,-73.982624,283
520,40.643834,-73.900432,856
521,40.685852,-73.869434,344
522,40.647851,-73.925592,317
523,40.693002,-73.869305,338
524,40.678478,-73.931604,252
525,40.692434,-73.986867,343
526,40.667985,-73.898249,447
527,40.663388,-73.927979,317
528,40.58026,-73.955856,433
529,40.608135,-73.984985,506
530,40.677112,-73.884211,868
531,40.672216,-73.906018,1202
532,40.678124,-73.915106,390
533,40.684654,-73.947873,279
534,40.620537,-73.912914,546
535,40.694676,-73.937717,699
536,40.693542,-73.915159,540
537,40.660077,-73.883469,223
538,40.659934,-73.885704,563
539,40.688769,-73.971474,318
540,40.638957,-73.948982,548
541,40.632149,-73.969887,619
542,40.65452,-73.908341,255
543,40.693748,-73.90892,892
544,40.697262,-73.986016,709
545,40.65787,-73.888775,106
546,40.591132,-73.93861,337
547,40.652127,-74.007596,533
548,40.647598,-73.973363,345
549,40.656276,-73.95381,241
550,40.681102,-73.956832,698
551,40.695975,-73.919653,345
552,40.64879,-73.957501,338
553,40.644861,-73.97101,136
554,40.644861,-73.97101,213
555,40.691467,-73.932254,115
556,40.600808,-73.986345,231
557,40.643018,-74.004306,38
558,40.674491,-73.928673,41
559,40.662243,-73.894877,41
560,40.681183,-73.867071,122
561,40.697067,-73.987392,49
562,40.665264,-73.910292,114
563,40.639518,-74.020343,343
564,40.71255,-73.997478,295
565,40.712907,-73.991523,483
566,40.732603,-74.005949,731
567,40.834877,-73.941594,498
568,40.857633,-73.922277,552
569,40.777737,-73.960427,671
570,40.800616,-73.939374,407
571,40.839235,-73.936614,495
572,40.785234,-73.974256,611
573,40.744186,-74.000743,888
574,40.792556,-73.942285,601
575,40.722075,-73.978747,174
576,40.871456,-73.911732,357
577,40.730009,-73.984496,249
578,40.721305,-73.986312,481
579,40.83163,-73.942023,597
580,40.805653,-73.935461,253
581,40.749014,-74.000238,632
582,40.726008,-73.975058,305
583,40.764129,-73.985899,317
584,40.810705,-73.957409,355
585,40.799265,-73.93374,259
586,40.788668,-73.944762,241
587,40.735328,-73.981536,708
588,40.73545,-73.999094,694
589,40.716126,-73.990826,574
590,40.8304,-73.9363,630
591,40.738374,-73.981329,196
592,40.853193,-73.933629,478
593,40.761487,-73.995825,481
594,40.865556,-73.925464,261
595,40.8007,-73.96327,867
596,40.797205,-73.941598,805
597,40.759248,-73.967204,598
598,40.72444,-73.986214,230
599,40.72313,-73.981597,223
600,40.810499,-73.948902,652
601,40.839139,-73.935815,1052
602,40.791444,-73.94745,646
603,40.795109,-73.973996,548
604,40.806534,-73.951451,443
605,40.785018,-73.95042,360
606,40.802547,-73.942009,266
607,40.713362,-73.986051,183
608,40.793363,-73.941955,414
609,40.789479,-73.968419,663
610,40.81698,-73.934951,420
611,40.78171,-73.97802,898
612,40.71701,-74.013967,456
613,40.814917,-73.945838,259
614,40.706384,-74.017456,413
615,40.79969,-73.937179,394
616,40.867741,-73.917814,418
617,40.807556,-73.947067,584
618,40.795,-73.938418,265
619,40.850561,-73.933964,412
620,40.735879,-73.981034,1116
621,40.795032,-73.947855,470
622,40.7162,-73.9798,372
623,40.76588,-73.989776,413
624,40.796889,-73.930528,319
625,40.780452,-73.947379,451
626,40.846116,-73.93514,452
627,40.744511,-73.977906,504
628,40.820216,-73.944551,471
629,40.715097,-73.996017,675
630,40.810793,-73.955722,284
631,40.710651,-73.99742,712
632,40.841032,-73.938701,597
633,40.814914,-73.95202,406
634,40.71866,-73.998326,858
635,40.716231,-73.993607,401
636,40.850561,-73.933964,247
637,40.809665,-73.939178,225
638,40.714248,-73.983854,281
639,40.711441,-74.000851,265
640,40.805653,-73.935461,613
641,40.763655,-73.990318,401
642,40.719148,-73.983769,385
643,40.718121,-73.984116,353
644,40.849311,-73.930991,247
645,40.799098,-73.965611,400
646,40.789535,-73.938727,383
647,40.817228,-73.947151,374
648,40.802649,-73.948088,235
649,40.71953,-74.01088,189
650,40.777948,-73.947287,486
651,40.859804,-73.927578,563
