BLD_CODE,SCH_NAME,TYPE,TOTAL_BUDGET,NOR_DATA
Q891,R. F. WAGNER SEC SCL ARTS & TE,OTHER,209287,141
Q892,P.S. 360 - QUEENS,OTHER,194623,131
Q908,P.S. 143 ANNEX - QUEENS,OTHER,8053281,5416
QAFE,RIVERTON STREET CHARTER SCHOOL,OTHER,120000,81
QAPM,PS 23 @ HILLSIDE PSYCH - Q,OTHER,149243,100
QBJH,BETHEL MISSION LOVING CHILD CA,OTHER,80000,54
R001,P.S. 1 - STATEN ISLAND,OTHER,1337416,899
R001,P.S. 1 - STATEN ISLAND,ROOF,14161821,9524
R003,P.S. 3 - STATEN ISLAND,OTHER,2210008,1486
R004,P.S. 4 - STATEN ISLAND,OTHER,559273,376
R005,P.S. 5 - STATEN ISLAND,FLOOD,2866690,1928
R005,P.S. 5 - STATEN ISLAND,OTHER,869047,584
R006,P.S. 6 - STATEN ISLAND,OTHER,1293919,870
R007,I.S. 7 - STATEN ISLAND,OTHER,5254088,3533
R007,R025 SPED - STATEN ISLAND,OTHER,478854,322
R008,P.S. 8 - STATEN ISLAND,OTHER,3360904,2260
R011,P.S. 11 - STATEN ISLAND,OTHER,2998450,2016
R013,P.S. 13 - STATEN ISLAND,FLOOD,7913213,5322
R013,P.S. 13 - STATEN ISLAND,OTHER,268000,180
R014,P.S. 078 - STATEN ISLAND,OTHER,1346034,905
R014,P.S. 14 - STATEN ISLAND,OTHER,85000,57
R016,FORT HILL COLLABORATIVE ELEMEN,OTHER,506412,341
R016,P.S. 16 - STATEN ISLAND,OTHER,723253,486
R018,P.S. 18 - STATEN ISLAND,OTHER,513351,345
R019,P.S. 19 - STATEN ISLAND,OTHER,1887746,1269
R020,P.S. 20 - STATEN ISLAND,OTHER,12383,8
R021,P.S. 21 - STATEN ISLAND,OTHER,854209,574
R022,P.S. 22 - STATEN ISLAND,OTHER,927251,624
R023,P.S. 23 - STATEN ISLAND,OTHER,713388,480
R024,I.S. 24 - STATEN ISLAND,OTHER,4530014,3046
R025,R025 SPED - STATEN ISLAND,OTHER,3817714,2567
R026,P.S. 26 - STATEN ISLAND,OTHER,453649,305
R027,I.S. 27 - STATEN ISLAND,OTHER,374764,252
R029,P.S. 29 - STATEN ISLAND,OTHER,1253773,843
R030,P.S. 30 - STATEN ISLAND,OTHER,649282,437
R030,P.S. 30 - STATEN ISLAND,ROOF,11285969,7590
R031,P.S. 31 - STATEN ISLAND,OTHER,592498,398
R032,P.S. 32 - STATEN ISLAND,OTHER,554624,373
R034,I.S. 34 - STATEN ISLAND,OTHER,20970851,14103
R034,I.S. 34 - STATEN ISLAND,ROOF,13746044,9244
R035,P.S. 35 - STATEN ISLAND,OTHER,188000,126
R036,P.S. 36 - STATEN ISLAND,OTHER,1398074,940
R039,P.S. 39 - STATEN ISLAND,OTHER,445000,299
R040,R373 SPED - STATEN ISLAND,OTHER,853350,574
R041,P.S. 41 - STATEN ISLAND,OTHER,473868,319
R042,P.S. 42 - STATEN ISLAND,OTHER,1951499,1312
R043,CSI HS FOR INTERNATIONAL STUDI,OTHER,10435701,7018
R043,G MCCOWN EXPEDITIONARY LRNG SC,OTHER,835327,562
R043,I.S./J.H.S. 63 - STATEN ISLAND,OTHER,709007,477
R044,P.S. 44 - STATEN ISLAND,FLOOD,3775024,2539
R044,P.S. 44 - STATEN ISLAND,OTHER,1779180,1196
R045,P.S. 45 - STATEN ISLAND,OTHER,1300655,875
R046,P.S. 46 - STATEN ISLAND,OTHER,1168710,786
R047,CSI HS INTERNATIONAL STUDIES,OTHER,34719,23
R048,NAPLES STREET ELEMENTARY SCHL,PENET,1453659,978
R048,NAPLES STREET ELEMENTARY SCHL,ROOF,4553438,3062
R048,NAPLES STREET ELEMENTARY SCHOO,OTHER,9749310,6556
R049,I.S. 49 - STATEN ISLAND,FLOOD,2282287,1535
R049,I.S. 49 - STATEN ISLAND,OTHER,1295932,872
R049,THE EAGLE ACADEMY FOR YOUNG ME,OTHER,80000,54
R051,I.S. 51 - STATEN ISLAND,OTHER,2518695,1694
R053,P.S. 53 - STATEN ISLAND,OTHER,1398727,941
R054,P.S. 54 - STATEN ISLAND,OTHER,1049767,706
R055,P.S. 55 - STATEN ISLAND,OTHER,698870,470
R056,P.S. 56 - STATEN ISLAND,OTHER,1170624,787
R057,P.S. 57 - STATEN ISLAND,OTHER,946819,637
R058,P.S. 58 - STATEN ISLAND,OTHER,701624,472
R058,P.S. 58 - STATEN ISLAND,ROOF,304519,205
R059,THE HARBOR VIEW SCHOOL - R,OTHER,100000,67
R060,P.S. 60 - STATEN ISLAND,OTHER,279428,188
R061,I.S. 61 - STATEN ISLAND,OTHER,575916,387
R061,I.S. 61 - STATEN ISLAND,ROOF,15427265,10375
R062,THE KATHLEEN GRIMM SCHOOL FOR,OTHER,210000,141
R066,THE PORT RICHMOND SCHOOL FOR V,OTHER,271000,182
R069,P.S. 69 - STATEN ISLAND,OTHER,1084586,729
R070,P.S. @ 357 TARGEE STREET,OTHER,3059028,2057
R070,P.S. @ 357 TARGEE STREET - R,NEW SCHOOL,86249347,58002
R071,P.S. 48 - STATEN ISLAND,OTHER,301101,202
R072,I.S. 72 - STATEN ISLAND,OTHER,13482484,9067
R075,I.S. 75 - STATEN ISLAND,FLOOD,8514363,5726
R075,I.S. 75 - STATEN ISLAND,OTHER,3819460,2569
R086,I.S./H.S. @ 715 OCEAN TERRACE,OTHER,127307824,85614
R089,D75 REPLACEMENT @ 15 FAIRFIELD,NEW SCHOOL,44370943,29839
R090,3K CENTER @ 1535 RICHMOND AVE,OTHER,15729718,10578
R091,3K CENTER @ 20 EBBITTS STREET,OTHER,15166112,10199
R093,3K CENTER @ 2530 VICTORY BLVD,OTHER,9526521,6407
R094,3K CENTER @ 104 HOUSMAN AVENUE,OTHER,11566203,7778
R095,3K CENTER @ 1 TELEPORT DRIVE,OTHER,4490149,3020
R098,P.S. 20 - STATEN ISLAND,OTHER,8109122,5453
R099,P.S. 39 - STATEN ISLAND,OTHER,8100434,5448
R100,3K CENTER @ 2389 RICHMOND AVE,OTHER,12481064,8393
R102,P.S. 13 ANNEX - STATEN ISLAND,OTHER,24245151,16305
R435,NEW DORP HS - STATEN ISLAND,OTHER,4257168,2863
R436,NEW DORP HS - STATEN ISLAND,OTHER,10255755,6897
R440,STATEN ISLAND TECHNICAL HS - R,OTHER,726986,489
R440,STATEN ISLAND TECHNICAL HS - S,FLOOD,2040155,1372
R440,STATEN ISLAND TECHNICAL HS - S,OTHER,54381,37
R445,PORT RICHMOND HS - R,OTHER,1099030,739
R445,PORT RICHMOND HS - S.I.,FLOOD,23968568,16119
R446,PORT RICHMOND HS - S.I.,OTHER,13940149,9375
R450,CURTIS HS - STATEN ISLAND,OTHER,407612,274
R455,TOTTENVILLE HS - STATEN ISLAND,OTHER,4497582,3025
R456,TOTTENVILLE HS - STATEN ISLAND,OTHER,2168704,1458
R460,SUSAN E. WAGNER HS - STATEN IS,OTHER,2289848,1540
R460,SUSAN E. WAGNER HS - STATEN IS,ROOF,32878559,22111
R470,CONCORD H.S.,OTHER,100000,67
R470,CONCORD HS - R,OTHER,397497,267
R600,RALPH MCKEE VOC HS - S. I.,OTHER,2121183,1426
R600,RALPH R. MCKEE CAREER AND TECH,FLOOD,15770007,10605
R600,RALPH R. MCKEE CAREER AND TECH,OTHER,1648052,1108
R700,P.S. 74 - STATEN ISLAND,OTHER,9207891,6192
R701,P.S. 1 - STATEN ISLAND,OTHER,7409677,4983
R702,P.S. 54 - STATEN ISLAND,OTHER,8552180,5751
R722,R721 SPED - STATEN ISLAND,OTHER,30216290,20320
R802,P.S. 1 - STATEN ISLAND,OTHER,2791920,1878
R825,R025 SPED - STATEN ISLAND,OTHER,224401,151
R829,P.S. 65 - STATEN ISLAND,OTHER,68000,46
R831,P.S. 74 - STATEN ISLAND,OTHER,1483485,998
R840,R000 - STATEN ISLAND,OTHER,7740000,5205
R840,THE DAVID MARQUIS SCHOOL OF TH,OTHER,99485,67
R843,THE DAVID MARQUIS SCHOOL OF TH,OTHER,40000,27
R848,P.S. 42 - STATEN ISLAND,ROOF,2206314,1484
R861,P.S. 861 - STATEN ISLAND,OTHER,844084,568
R880,P.S. 80 - STATEN ISLAND,OTHER,3251533,2187
X002,BRONX CNTR FOR SCIENCE & MATH,OTHER,7797490,5244
X003,P.S. 3 - BRONX,OTHER,6699418,4505
X003,P.S. 3 - BRONX,ROOF,4163888,2800
X004,P.S. 4 - BRONX,OTHER,72375,49
X006,P.S. 6 - BRONX,OTHER,334235,225
X007,P.S. 7 - BRONX,OTHER,656256,441
X008,P.S. 8 - BRONX,OTHER,40000,27
X009,P.S. 9 - BRONX,OTHER,32761985,22032
X011,P.S. 11 - BRONX,OTHER,3081687,2072
X012,X012 SPED - BRONX,OTHER,5773122,3882
X014,P.S. 14 - BRONX,FLOOD,149446,101
X014,P.S. 14 - BRONX,OTHER,5581591,3754
X015,P.S. 15 - BRONX,OTHER,327527,220
X015,P.S. 291 - BRONX,OTHER,224000,151
X015,P.S.15 - BRONX,PENET,1311248,882
X016,P.S. 16 - BRONX,OTHER,6101167,4103
X018,P.S. 18 - BRONX,OTHER,1417487,953
X019,P.S. 19 - BRONX,OTHER,61905481,41631
X020,P.S. 20 - BRONX,OTHER,286059,192
X021,P.S. 21 - BRONX,OTHER,3083996,2074
X022,I.S. 22 - BRONX,OTHER,1505685,1013
X023,P.S. 23 - BRONX,FLOOD,11351053,7634
X023,P.S. 23 - BRONX,OTHER,98922,67
X024,P.S. 24 - BRONX,OTHER,8661392,5825
X025,P.S. 25 - BRONX,OTHER,356480,240
X025,P.S. 25 - BRONX,ROOF,14325923,9634
X026,I.S. 390 - BRONX,OTHER,739728,497
X026,P.S. 396 - BRONX,OTHER,100000,67
X027,P.S. 277 - BRONX,FLOOD,6643405,4468
X027,P.S. 277 - BRONX,OTHER,200000,134
X028,P.S. 28 - BRONX,OTHER,12151784,8172
X029,P.S. 29 - BRONX,FLOOD,8201672,5516
X029,P.S. 29 - BRONX,OTHER,835878,562
X032,P.S. 32 - BRONX,OTHER,10606981,7133
X033,P.S. 33 - BRONX,OTHER,6729216,4525
X034,X188 SPED - BRONX,FLOOD,9014902,6062
X034,X188 SPED - BRONX,OTHER,60000,40
X035,P.S. 35 - BRONX,OTHER,238903,161
X036,P.S. 36 - BRONX,OTHER,9905054,6661
X039,HOLCOMBE L. RUCKER SCHOOL,OTHER,10841170,7291
X039,LONGWOOD PREPARATORY ACADEMY,FLOOD,963125,648
X039,LONGWOOD PREPARATORY ACADEMY,OTHER,319521,215
X040,P.S. 179 - BRONX,OTHER,770710,518
X040,YOUNG LEADERS ELEM - BRONX,OTHER,477857,321
X041,P.S. 41 - BRONX,FLOOD,11022370,7412
X041,P.S. 41 - BRONX,OTHER,223686,150
X042,P.S. 42 - BRONX,FLOOD,5562005,3740
X042,P.S. 42 - BRONX,OTHER,364846,245
X043,P.S. 43 - BRONX,OTHER,23941588,16101
X043,X017 SPED - BRONX,OTHER,143414,96
X044,P.S. 44 - BRONX,OTHER,207601,140
X044,P.S. 44 - BRONX,ROOF,10743929,7225
X045,I.S. 45 - BRONX,OTHER,1042250,701
X046,P.S. 46 - BRONX,FLOOD,11146213,7496
X046,P.S. 46 - BRONX,OTHER,98379009,66159
X047,P.S. 47 - BRONX,OTHER,574614,386
X048,P.S. 48 - BRONX,OTHER,1014140,682
X049,P.S. 49 - BRONX,OTHER,90024,61
X050,FAIRMONT NEIGHBORHOOD SCHOOL,OTHER,69584,47
X050,P.S. 50 - BRONX,OTHER,235000,158
X050,SAMARA COMMUNITY SCHOOL,OTHER,842795,567
X052,GIRLS PREP CHARTER SCHOOL - X,OTHER,125000,84
X052,I.S. 302 - BRONX,FLOOD,3663903,2464
X052,I.S. 302 - BRONX,OTHER,2286506,1538
X053,P.S. 53 - BRONX,OTHER,6018708,4048
X054,P.S. 54 - BRONX,OTHER,1266290,852
X055,P.S. 55 - BRONX,OTHER,1350671,908
X055,P.S. 55 - BRONX,ROOF,17956691,12076
X057,I.S. 273 - BRONX,OTHER,105980,71
X057,P.S. 57 - BRONX,FLOOD,4371471,2940
X057,P.S. 57 - BRONX,OTHER,546020,367
X058,P.S. 58 - BRONX,FLOOD,9243107,6216
X058,P.S. 58 - BRONX,OTHER,3469534,2333
X059,P.S. 59 - BRONX,OTHER,369175,248
X060,P.S. 335 - BRONX,OTHER,74433,50
X060,THE LONGWOOD ACADEMY,OTHER,291058,196
X060,THE LONGWOOD ACADEMY OF DISCOV,OTHER,314024,211
X061,I.S. 190 - BRONX,OTHER,173249,117
X061,P.S. 61 - BRONX,FLOOD,9540461,6416
X061,P.S. 61 - BRONX,OTHER,15603,10
X062,P.S. 62 - BRONX,OTHER,9870068,6638
X063,MOTT HALL CHARTER SCHOOL,OTHER,349200,235
X063,P.S. 63 - BRONX,OTHER,2204636,1483
X064,THE WALTON AVENUE SCHOOL,OTHER,403138,271
X065,P.S. 65 - BRONX,OTHER,1079866,726
X065,P.S. 65 - BRONX,ROOF,10057302,6763
X067,P.S. 67 - BRONX,FLOOD,20781411,13975
X067,P.S. 67 - BRONX,OTHER,4146487,2788
X068,P.S. 68 - BRONX,OTHER,4965013,3339
X069,P.S. 69 - BRONX,OTHER,42885,29
X070,P.S. 70 - BRONX,OTHER,100000,67
X071,P.S. 71 - BRONX,OTHER,1028818,692
X072,P.S. 72 - BRONX,OTHER,449465,302
X073,P.S. 73 - BRONX,OTHER,310305,209
X074,I.S. 424 - BRONX,FLOOD,13954616,9384
X074,I.S. 424 - BRONX,OTHER,381091,256
X075,P.S. 75 - BRONX,OTHER,730902,492
X076,P.S. 76 - BRONX,FLOOD,5530513,3719
X077,P.S. 195 - BRONX,OTHER,1052667,708
X078,P.S. 78 - BRONX,FLOOD,11254660,7569
X079,I.S. 447 - BRONX,OTHER,676302,455
X079,P.S. 382 - BRONX,ROOF,19647731,13213
X079,SCHOOL FOR ENVIR CITIZEN - BRO,OTHER,325000,219
X080,P.S. 280 - BRONX,OTHER,312302,210
X081,P.S. 81 - BRONX,OTHER,9726668,6541
X082,I.S. 232 - BRONX,FLOOD,11059175,7437
X082,I.S. 232 - BRONX,OTHER,56839,38
X082,I.S. 232 - BRONX,ROOF,14073504,9464
X083,P.S. 83 - BRONX,OTHER,846333,569
X084,X811 SPED - BRONX,OTHER,1878644,1263
X084,X811 SPED - BRONX,ROOF,7829115,5265
X085,P.S. 85 - BRONX,FLOOD,12817851,8620
X085,P.S. 85 - BRONX,OTHER,1002923,674
X086,P.S. 86 - BRONX,OTHER,628787,423
X087,P.S. 87 - BRONX,FLOOD,3532907,2376
X087,P.S. 87 - BRONX,OTHER,912139,613
X088,P.S. 88 - BRONX,OTHER,94399,63
X089,P.S. 89 - BRONX,FLOOD,1005831,676
X089,P.S. 89 - BRONX,OTHER,192415,129
X090,SHERIDAN ACADEMY FOR YOUNG LEA,OTHER,8221,6
X090,THE FAMILY SCHOOL - BRONX,OTHER,99383,67
X091,P.S. 91 - BRONX,OTHER,1475926,993
X092,P.S. 92 - BRONX,OTHER,366931,247
X093,METROPOLITAN LIGHTHOUSE CHARTE,OTHER,40000,27
X093,P.S. 93 - BRONX,OTHER,419593,282
X093,P.S. 93 - BRONX,ROOF,3105114,2088
X094,P.S. 94 - BRONX,OTHER,326807,220
X095,P.S. 344 - BRONX,OTHER,604880,407
X095,P.S. 95 - BRONX,OTHER,8650041,5817
X096,P.S. 96 - BRONX,OTHER,104527,70
X097,P.S. 97 - BRONX,OTHER,68919115,46348
X098,BRONX ENVISION ACADEMY - BRONX,OTHER,7926,5
X098,BX HS OF PERFORMANCE & STAGE -,OTHER,7926,5
X098,I.S. 98 - BRONX,OTHER,3035699,2041
X099,METROPOLITAN HS - BRONX,OTHER,381735,257
X100,P.S. 100 - BRONX,OTHER,74750,50
X101,I.S. 101 - BRONX,OTHER,299756,202
X101,I.S. 101 - BRONX,ROOF,7456600,5015
X101,P.S. 304 - BRONX,OTHER,7615893,5122
X101,X010 SPED - BRONX,OTHER,100000,67
X102,P.S. 102 - BRONX,FLOOD,4763524,3203
X102,P.S. 536 - BRONX,OTHER,112000,75
X103,P.S. 103 - BRONX,FLOOD,6915808,4651
X104,P.S. 199 - BRONX,FLOOD,818979,551
X104,P.S. 199 - BRONX,OTHER,2826540,1901
X105,P.S. 105 - BRONX,OTHER,8227366,5533
X106,P.S. 106 - BRONX,OTHER,348121,234
X107,P.S. 107 - BRONX,OTHER,99402,67
X109,P.S. 109 - BRONX,OTHER,725095,488
X109,P.S. 109 - BRONX,ROOF,5206869,3502
X110,M.S. 128 - BRONX,OTHER,239249,161
X110,P.S. 110 - BRONX,OTHER,110621,74
X111,P.S. 111 - BRONX,OTHER,952179,640
X112,P.S. 112 - BRONX,OTHER,7929545,5333
X113,NORTH BRNX SCHL OF EMPOWERMENT,OTHER,2801485,1884
X113,NORTH BRONX SCHOOL OF EMPOWERM,OTHER,278418,187
X113,SCHOOL OF DIPLOMACY,OTHER,2252206,1515
X113,THE YOUNG SCHOLARS ACADEMY - B,OTHER,35000,24
X114,P.S. 114 - BRONX,OTHER,9719447,6536
X115,I.S. 447 - BRONX,OTHER,327217,220
X115,I.S. 459 - BRONX,OTHER,674582,454
X115,I.S. 459 - BRONX,ROOF,2518072,1693
X115,M.S. 363 - BRONX,OTHER,505404,340
X116,I.S. 217 - BRONX,OTHER,948000,638
X117,I.S. 117 - BRONX,OTHER,619674,417
X117,YOUNG WOMENS LEADERSHIP SCHL,OTHER,2891234,1944
X118,I.S. 118 - BRONX,FLOOD,22160262,14903
X118,I.S. 118 - BRONX,OTHER,1968000,1323
X119,P.S. 119 - BRONX,FLOOD,698606,470
X119,P.S. 119 - BRONX,OTHER,10209548,6866
X120,I.S. 301 - BRONX,OTHER,50962,34
X120,X188 SPED - BRONX,OTHER,88000,59
X120,X188 SPED - BRONX,ROOF,13443868,9041
X121,P.S. 121 - BRONX,FLOOD,7254226,4878
X121,P.S. 121 - BRONX,OTHER,293865,198
X122,P.S. 310 - BRONX,OTHER,225030,151
X123,I.S. 123 - BRONX,OTHER,542391,365
X125,I.S. 125 - BRONX,OTHER,2743550,1845
X125,I.S. 562 - BRONX,OTHER,13855420,9318
X125,P.S. 119 - BRONX,OTHER,204431,137
X125,UFT  - BRONX,OTHER,500,0
X126,P.S. 126 - BRONX,OTHER,454397,306
X127,I.S. 127 - BRONX,OTHER,1044068,702
X127,I.S. 127 - BRONX,ROOF,12476512,8390
X129,I.S. 191,OTHER,8418,6
X129,I.S. 316 - BRONX,OTHER,440664,296
X130,P.S. 130 - BRONX,OTHER,220091,148
X131,I.S. 131 - BRONX,OTHER,1242057,835
X131,SOUNDVIEW ACADEMY FOR CULTURE,OTHER,230852,155
X132,P.S. 132 - BRONX,OTHER,459474,309
X134,P.S. 134 - BRONX,OTHER,2931961,1972
X135,I.S. 326 - BRONX,OTHER,32000,22
X135,I.S. 556 - BRONX,OTHER,232350,156
X136,X186 SPED - BRONX,FLOOD,9302463,6256
X136,X186 SPED - BRONX,OTHER,1509691,1015
X137,I.S. 391 - BRONX,OTHER,644580,433
X137,M.S./H.S. 225 - BRONX,OTHER,259632,175
X137,M.S./H.S. 225 - BRONX,ROOF,2685793,1806
X138,P.S. 138 - BRONX,OTHER,2089041,1405
X139,I.S. 224 - BRONX,FLOOD,2831350,1904
X139,I.S. 224 - BRONX,OTHER,999572,672
X139,I.S. 343 - BRONX,OTHER,991075,666
X139,INTERNATIONAL COMMUNITY HS - B,OTHER,186587,125
X140,P.S. 140 - BRONX,OTHER,104397,70
X141,M.S./H.S. 141 - BRONX,OTHER,652622,439
X141,M.S./H.S. 141 - BRONX,ROOF,10812264,7271
X142,I.S. 529 - BRONX,OTHER,1571523,1057
X143,I.S. 244 - BRONX,OTHER,8436873,5674
X143,MARIE CURIE HS FOR NURSING - B,OTHER,183182,123
X144,I.S. 144 - BRONX,OTHER,100000,67
X145,I.S. 325 - BRONX,OTHER,229759,155
X145,I.S. 328 - BRONX,OTHER,666004,448
X145,SCHOOL BASED HEALTH CENTER - X,OTHER,14793,10
X146,P.S. 146 - BRONX,FLOOD,9508369,6394
X147,I.S. 339 - BRONX,OTHER,1954176,1314
X148,FREDERICK DOUGLASS ACADEMY III,OTHER,664010,447
X148,I.S. 215 - BRONX,OTHER,369000,248
X148,I.S. 219 - BRONX,OTHER,69292,47
X149,I.S. 221 - BRONX,OTHER,1401879,943
X149,I.S. 221 - BRONX,ROOF,3630772,2442
X149,THE LABORATORY SCHL OF FINANCE,OTHER,840640,565
X150,P.S. 150 - BRONX,OTHER,565002,380
X151,I.S. 151 - BRONX,OTHER,3046734,2049
X152,P.S. 152 - BRONX,OTHER,5297385,3562
X153,P.S. 153 - BRONX,OTHER,2887678,1942
X154,P.S. 154 - BRONX,OTHER,31810,21
X155,X754 SPED,OTHER,47000,32
X156,CONCOURSE VILLAGE ELEMEN SCHL,ROOF,12391611,8333
X157,P.S. 157 - BRONX,OTHER,286995,193
X157,P.S. 157- BRONX,OTHER,487809,328
X157,P.S. 157- BRONX,ROOF,5293197,3560
X158,I.S. 267 - BRONX,OTHER,299287,201
X158,M.S./H.S. 245 - BRONX,OTHER,8189,6
X160,P.S. 160 - BRONX,OTHER,2625978,1766
X161,P.S. 161 - BRONX,OTHER,14274612,9600
X162,I.S. 162 - BRONX,OTHER,136414,92
X166,BRONX EARLY COLLEGE ACADEMY,OTHER,8275,6
X166,GRANT AVENUE ELEMENTARY SCHOOL,OTHER,2039843,1372
X167,P.S. 214 - BRONX,OTHER,2900646,1951
X169,P.S. 169 - BRONX,OTHER,16518,11
X170,P.S. 170 - BRONX,OTHER,897117,603
X170,P.S. 170 - BRONX,ROOF,3625027,2438
X177,P469 - THE BRONX SCHOOL FOR CO,OTHER,272936,184
X178,P.S. 178 - BRONX,OTHER,3676847,2473
X178,X176 SPED - BRONX,OTHER,49623,33
X180,I.S. 180 - BRONX,OTHER,533465,359
X181,I.S. 181 - BRONX,OTHER,926471,623
X182,P.S. 182 - BRONX,FLOOD,17439,12
X182,P.S. 182 - BRONX,OTHER,19256895,12950
X182,P.S. 182 - BRONX,ROOF,4107792,2762
X184,I.S. 296 - BRONX,OTHER,284704,191
X184,I.S. 298 - BRONX,OTHER,100000,67
X184,JILL CHAIFETZ TRANSFER HS,OTHER,7617,5
X184,X017 SPED - BRONX,OTHER,107193,72
X189,P.S./I.S. 189 (@STEENWICK AVE),OTHER,284827,192
X192,BRONX DELTA SCHOOL,OTHER,49622,33
X192,I.S. 371 - BRONX,OTHER,2925897,1968
X192,MOTT HALL COMMUNITY SCHOOL - B,OTHER,150000,101
X192,MOTT HALL COMMUNITY SCHOOL - X,OTHER,66536,45
X193,P.S. 211 - BRONX,OTHER,27700,19
X198,P.S. 212 - BRONX,OTHER,500000,336
X205,P.S. 205 - BRONX,OTHER,95694,64
X206,I.S. 206B - BRONX,OTHER,291000,196
X209,P.S. 209 - BRONX,FLOOD,2239572,1506
X211,P.U.L.S.E. HS - BRONX,OTHER,67682,46
X234,P.S. 300 - BRONX,OTHER,29437,20
X235,P.S./I.S. 218 - BRONX,OTHER,734242,494
X240,P.S. 555 - BRONX,OTHER,109456,74
X254,I.S. 254 - BRONX,OTHER,503227,338
X279,P.S. 279 - BRONX,OTHER,486483,327
X279,P.S. 279 - BRONX,ROOF,2518700,1694
X283,JONAS BRONCK ACADEMY - BRONX,OTHER,21706198,14597
X292,YOUNG VOICES ACADEMY OF THE BR,OTHER,50000,34
X306,I.S. 331 - BRONX,OTHER,502708,338
X306,P.S. 306 - BRONX,FLOOD,13138513,8836
X306,P.S. 306 - BRONX,OTHER,1118185,752
X311,THE STEAM BRIDGE SCHOOL - BRON,OTHER,100000,67
X320,P.S. @ 1570 BOONE AVENUE - X,NEW SCHOOL,74639897,50195
X338,P.S. 204 - BRONX,OTHER,128436,86
X340,P.S. 340 - BRONX,OTHER,40000,27
X347,P.S. 33 ANNEX - BRONX,NEW SCHOOL,50140420,33719
X356,LEARNING THROUGH PLAY PRE-K,OTHER,97000,65
X358,CROTONA ACADEMY HIGH SCHOOL,OTHER,95000,64
X360,P.S. 360 - BRONX,OTHER,100000,67
X362,ACADEMY FOR SCHOLARSHIP AND EN,OTHER,200000,134
X362,SPORTS PROFESSIONS HS - BRONX,OTHER,98999,67
X392,M.S./H.S. 269 - BRONX,OTHER,140000,94
X400,BRONX INTERNATIONAL - BRONX,FLOOD,40293621,27097
X400,BRONX INTERNATIONAL - BRONX,OTHER,1005096,676
X400,MORRIS COLLAB HS TECH & HUMAN,OTHER,1477720,994
X401,ARTURO A. SCHOMBERG SATELLITE,OTHER,12284,8
X401,PATHWAYS TO GRADUATION - CITYW,OTHER,40000,27
X410,BRONX EXPEDITIONARY LEARNG HS,OTHER,1162702,782
X410,DREAMYARD PREPARATORY SCHOOL,OTHER,100000,67
X410,HS OF BUSINESS - BRONX,OTHER,2628086,1767
X410,HS OF BUSINESS - BRONX,ROOF,35967263,24188
X410,NEW DIRECTIONS SECONDARY SCHOO,OTHER,49571,33
X411,HS OF BUSINESS - BRONX,OTHER,5052431,3398
X415,ASTOR COLLEGIATE HS - BRONX,OTHER,100000,67
X415,BRONXDALE HIGH SCHOOL - BRONX,OTHER,104309,70
X415,COLLEGIATE INST FOR MATH & SCI,OTHER,2712457,1824
X415,PELHAM HIGH SCHOOL FOR LANGUAG,OTHER,104309,70
X415,PELHAM PREP HS - BRONX,OTHER,100000,67
X420,MONROE ACAD FOR VISUAL ARTS,FLOOD,17112791,11508
X420,MONROE ACAD FOR VISUAL ARTS,OTHER,11277032,7584
X420,MONROE ACAD FOR VISUAL ARTS -,OTHER,490662,330
X420,THE METROPOLITAN SOUNDVIEW HIG,OTHER,5372,4
X420,THE URBAN ASSEMBLY CHARTER SCH,OTHER,75000,50
X420,WORLD CULTURES HS - X,OTHER,919856,619
X423,I.S. 242 - BRONX,OTHER,183367,123
X423,THE CINEMA SCHOOL - BRONX,OTHER,41789,28
X425,BRONX AEROSPACE HS - BRONX,OTHER,99670,67
X425,BRONX LAB SCHOOL - BRONX,OTHER,58556,39
X425,HS FOR CONTEMPORARY ARTS - X,OTHER,138268,93
X425,HS FOR WRITING & COMM ARTS - X,OTHER,940220,632
X425,HS OF COMPUTERS & TECHNOLOGY,OTHER,5534918,3722
X426,HS OF COMPUTERS & TECHNOLOGY,OTHER,6986422,4698
X430,CELIA CRUZ HS OF MUSIC - BRONX,OTHER,614438,413
X430,DISCOVERY HS - BRONX,OTHER,69297,47
X430,HS OF TEACHING & PROFESSIONS -,OTHER,90000,61
X430,M.S./H.S. 342 - BRONX,OTHER,4515506,3037
X435,FORDHAM HS FOR THE ARTS - BRON,OTHER,148334,100
X435,FORDHAM HS FOR THE ARTS - X,OTHER,2609325,1755
X435,I.S. 243 - BRONX,OTHER,66000,44
X435,KAPPA - BRONX,OTHER,20019,13
X440,DEWITT CLINTON HS - X,FLOOD,32224054,21671
X440,DEWITT CLINTON HS - X,OTHER,10456495,7032
X445,BRONX HS OF SCIENCE - X,OTHER,2972646,1999
X448,P.S. 340 ANNEX - BRONX,NEW SCHOOL,51920140,34916
X448,P.S. 340 ANNEX - BRONX,OTHER,2132164,1434
X449,P.S. 6 - BRONX,OTHER,9564503,6432
X450,ANTONIA PANTOJA PREP ACADEMY -,OTHER,74434,50
X450,BRONX COMMUNITY HIGH SCHOOL,OTHER,744774,501
X450,BRONX COMPASS HIGH SCHOOL - BR,OTHER,3308,2
X450,GATEWAY SCH FOR RES & TECH - X,OTHER,158606,107
X450,GOTHAM COLLABORATIVE HIGH SCHO,OTHER,110000,74
X450,MILLENIUM ART ACADEMY - BRONX,OTHER,5150066,3463
