BLD_CODE,SCH_NAME,TYPE,TOTAL_BUDGET,NOR_DATA
K465,HS FOR SERVICE AND LEARNING -,OTHER,249624,168
K465,HS FOR YOUTH & COMMUNITY DEV.,OTHER,43407,29
K465,I.S. 382 - BROOKLYN,OTHER,1295273,871
K465,I.S. 382 - BROOKLYN,ROOF,5671694,3814
K465,SCIENCE TECH & RESEARCH - K,OTHER,636407,428
K465,SCIENCE TECHNOLOGY & RESEARCH,OTHER,5777472,3885
K470,H.S. 745 - BROOKLYN,OTHER,1536144,1033
K470,I.S. 533 - BROOKLYN,OTHER,166740,112
K470,K036 SPED - BROOKLYN,OTHER,271626,183
K477,P.S. 172 - BROOKLYN,OTHER,8098161,5446
K478,P.S. 190 - BROOKLYN,OTHER,8126108,5465
K480,ACAD. FOR ENVIRON. LDRSHP - K,OTHER,1780133,1197
K480,BKLYN SCHL FOR MATH AND RESRCH,OTHER,3352313,2254
K480,BKLYN SCHL FOR SOCIAL JUSTICE,OTHER,3240511,2179
K480,BRKLYN SCHL FOR SOCIAL JUSTICE,ROOF,21485796,14449
K480,BROOKLYN SCHOOL FOR MATH AND R,OTHER,35000,24
K480,THE ACADEMY OF URBAN PLANNING,OTHER,35000,24
K480,THE BROOKLYN SCHOOL FOR SOCIAL,OTHER,884384,595
K485,TELECOM ARTS & TECHNOLOGY H.S.,OTHER,10526930,7079
K485,TELECOM. ARTS & TECH. HS - K,OTHER,328782,221
K486,I.S. 187 - BROOKLYN,OTHER,1359004,914
K490,FORT HAMILTON HS - K,FLOOD,25844225,17380
K490,FORT HAMILTON HS - K,OTHER,11270215,7579
K500,HS FOR INNOVATION IN AD - BKLY,OTHER,564893,380
K500,HS FOR MEDICAL PROFESSIONS - K,FLOOD,10729817,7216
K505,FRANKLIN D. ROOSEVELT HS - K,OTHER,642626,432
K525,EDWARD R. MURROW HS - K,OTHER,1393675,937
K525,MURROW H.S.,OTHER,2133833,1435
K555,BROOKLYN COLLEGE ACADEMY - K,OTHER,216000,145
K557,P.S. @ 4302 4TH AVE - BROOKLYN,NEW SCHOOL,66279759,44573
K557,P.S. @ 4302 4TH AVE - BROOKLYN,OTHER,19035591,12801
K564,SUNSET PARK HS - BROOKLYN,OTHER,923372,621
K580,CITY POLYTECHNIC HIGH SCHOOL O,OTHER,51778,35
K580,GEORGE WESTINGHOUSE VOC. HS,OTHER,978069,658
K590,MEDGAR EVERS COLLEGE PREPARATO,OTHER,635000,427
K599,EAST NY FAMILY ACADEMY - K,NEW SCHOOL,83586925,56212
K600,CLARA BARTON HS - K,OTHER,306681,206
K615,E NY VOC HS OF TRANSIT TECH.-K,OTHER,507293,341
K625,PATHWAYS IN TECHNOLOGY,FLOOD,13423264,9027
K625,PATHWAYS IN TECHNOLOGY,OTHER,745316,501
K625,PATHWAYS IN TECHNOLOGY EARLY C,OTHER,256147,172
K653,I.S. 653 - BROOKLYN,NEW SCHOOL,91856144,61773
K655,BROOKLYN HS OF THE ARTS,OTHER,2003718,1347
K656,BROOKLYN HS OF THE ARTS,OTHER,11920936,8017
K660,WILLIAM MAXWELL VOC HS - K,FLOOD,25924,17
K660,WILLIAM MAXWELL VOC HS - K,OTHER,13233637,8900
K662,BROOKLYN DAILY DISCOVERY PRE-K,OTHER,76000,51
K663,K000 - BROOKLYN,OTHER,500000,336
K667,P.S./I.S. @ 3269 ATLANTIC AVE,NEW SCHOOL,96353132,64797
K671,P.S. @ 836-841 5TH AVENUE,NEW SCHOOL,56097793,37725
K671,P.S. @ 836-841 5TH AVENUE - BR,OTHER,7771563,5226
K673,P.S. 18 - BROOKLYN,OTHER,8341071,5609
K677,SUCCESS ACADEMY CHARTER SCHOOL,OTHER,12100,8
K682,P.S. @ 736 48TH ST - BROOKLYN,OTHER,9846657,6622
K682,P.S. 896 - BROOKLYN,OTHER,26428,18
K693,P.S. 112 - BROOKLYN,OTHER,10236146,6884
K694,STEM CENTER @ CLINTON STREET,OTHER,14977372,10072
K707,P.S. 189 - BROOKLYN,OTHER,10528838,7081
K710,PRE-K CENTER @ 168 8TH STREET,NEW SCHOOL,38149947,25656
K721,BKLYN STUDIO SEC. SCL - B,ROOF,5523805,3715
K721,BKLYN STUDIO SEC. SCL - BROOKL,OTHER,119362,80
K730,P.S. @ 4525 8TH AVENUE,NEW SCHOOL,50524662,33978
K735,P.S. 245 - BROOKLYN,OTHER,264229,178
K743,ADULT AND CONTINUING EDUCATION,FLOOD,11066410,7442
K743,ADULT LEARNING CENTER - BKLYN,OTHER,18382,12
K745,P.S. 132 - BROOKLYN,OTHER,9864493,6634
K746,P.S. 746 - BROOKLYN,NEW SCHOOL,106562913,71663
K747,DISTRICT 20 PRE-K CENTER,OTHER,7400,5
K747,PK/3K CENTER @ 21 BAY 11TH ST,OTHER,8009764,5387
K748,P.S. @ ALBEE SQUARE WEST - K,OTHER,28872886,19417
K763,THE MAURICE SENDAK COMMUNITY S,OTHER,273347,184
K767,DISTRICT 20 PRE-K CENTER,OTHER,512888,345
K768,K000 - BROOKLYN,OTHER,69750,47
K776,P.S. 152 - BROOKLYN,OTHER,382910,258
K778,EL PUENTE ACADEMY - BROOKLYN,ROOF,5791775,3895
K781,WEST BROOKLYN COMMUNITY HS - K,OTHER,199576,134
K798,P.S. 65 - BROOKLYN,OTHER,208842,140
K799,ALC - BROOKLYN CHOICES,ROOF,7240832,4869
K801,HEADQTRS 65 CNTRL ADMIN. - K,OTHER,12523821,8422
K802,BOYS AND GIRLS YABC,OTHER,6700,5
K804,COBBLE  HILL SCHL OF AMER STDS,OTHER,397700,267
K805,BROOKLYN INTERNATIONAL HS - K,OTHER,167295,113
K805,SCIENCE SKILLS CENTER HS - K,OTHER,35000,24
K806,KHALIL GIBRAN INTERNATIONAL AC,OTHER,341063,229
K807,K370 SPED - BROOKLYN,OTHER,58000,39
K807,P.S. 163 - BROOKLYN,OTHER,625032,420
K819,EAST NY FAMILY ACAD.  - K,OTHER,35000,24
K824,ASPIRATIONS DIPLOMA HS - BROOK,OTHER,62000,42
K824,W.E.B.  DUBOIS HS - BROOKLYN,OTHER,40000,27
K831,DIV. COMPUTER INFO-DATA CNTR,OTHER,51550712,34668
K834,K372 SPED - BROOKLYN,OTHER,35000,24
K834,P.S. 418 - BROOKLYN,OTHER,1784709,1200
K843,K004 SPED - BROOKLYN,OTHER,100000,67
K845,I.S. 443 - BROOKLYN,OTHER,185000,124
K845,P.S. 295 - BROOKLYN,FLOOD,11297761,7598
K845,P.S. 295 - BROOKLYN,OTHER,209417,141
K848,P.S. 149 - BROOKLYN,ROOF,2548363,1714
K849,P.S. 134 - BROOKLYN,OTHER,50000,34
K852,P.S. 326 - BROOKLYN,OTHER,464107,312
K855,P.S. 135 - BROOKLYN,ROOF,393329,265
K860,P.S. 219 - BROOKLYN,OTHER,1689081,1136
K864,P.S. 361 - BROOKLYN,OTHER,367538,247
K865,BUSHWICK LEADERS - K,OTHER,14019639,9428
K874,I.S. 340 - BROOKLYN,OTHER,1332738,896
K902,I.S. 266 - BROOKLYN,OTHER,542520,365
K902,K077 SPED - BROOKLYN,OTHER,162474,109
K908,P.S. 230 - BROOKLYN,OTHER,609160,410
K909,ACORN COMMUNITY HS - K,OTHER,385400,259
K913,EBC HS FOR PUB. SERV. - BUSHWI,OTHER,278304,187
K914,BENJAMIN BANNEKER ACAD.,OTHER,318313,214
K917,BROOKLYN COLLEGE ACADEMY - K,OTHER,1024678,689
K932,PASSAGES ACADEMY,FLOOD,4453563,2995
K971,P.S. 971 - BROOKLYN,OTHER,99236,67
K987,BROOKLYN HIGH SCHOOL FOR LAW A,OTHER,35000,24
K994,BEDFORD ACADEMY HS - K,OTHER,300000,202
KAGI,BROOKLYN PROSPECT CHARTER SCHO,OTHER,104713,70
KAIX,KEY COLLEGIATE CHARTER SCHOOL,OTHER,104000,70
KAKB,BEDFORD STUYVESANT COLLEGIATE,OTHER,485000,326
KAQJ,K000 - BROOKLYN,OTHER,102000,69
KBNU,BROOKLYN URBAN CHARTER SCHOOL,OTHER,70000,47
KBNU,K000 - BROOKLYN,OTHER,35000,24
L001,Q255 SPED - QUEENS,OTHER,35000,24
L001,Q256 SPED - QUEENS,OTHER,154986,104
M001,P.S. 1 - MANHATTAN,FLOOD,18419894,12387
M001,P.S. 1 - MANHATTAN,OTHER,81396,55
M002,P.S. 2 - MANHATTAN,OTHER,85000,57
M003,P.S. 3 - MANHATTAN,OTHER,459262,309
M004,P.S. 4 - MANHATTAN,OTHER,1252305,842
M005,P.S. 5 - MANHATTAN,OTHER,946682,637
M006,P.S. 6 - MANHATTAN,OTHER,512545,345
M007,P.S. 7 - MANHATTAN,OTHER,49286,33
M008,P.S. 8 - MANHATTAN,OTHER,459723,309
M009,I.S. 243 - MANHATTAN,OTHER,126948,85
M009,P.S. 9 - MANHATTAN,OTHER,845413,569
M011,P.S. 11 - MANHATTAN,OTHER,29376391,19755
M017,P.P.A.S. - MANHATTAN,FLOOD,11434443,7690
M017,P.P.A.S. - MANHATTAN,OTHER,290221,195
M017,P.S. 212 - MANHATTAN,OTHER,190221,128
M019,I.S. 301 - MANHATTAN,OTHER,49621,33
M019,P.S. 19 - MANHATTAN,OTHER,159942,108
M019,P.S. 19 - MANHATTAN,ROOF,4265188,2868
M020,P.S. 20 - MANHATTAN,OTHER,208945,141
M025,I.S. 378 - MANHATTAN,OTHER,486827,327
M025,LOWER EAST SIDE PREP HS - M,FLOOD,9320563,6268
M025,LOWER EAST SIDE PREP HS - M,OTHER,246843,166
M025,MARTE VALLE HS - MANHATTAN,OTHER,1071427,721
M028,P.S. 28 - MANHATTAN,OTHER,11519773,7747
M033,P.S. 33 - MANHATTAN,OTHER,1219989,820
M036,P.S. 36 - MANHATTAN,OTHER,3067776,2063
M040,I.S. 255 - MANHATTAN,OTHER,128376,86
M040,P.S. 40 - MANHATTAN,OTHER,632132,425
M041,P.S. 41 - MANHATTAN,OTHER,709003,477
M042,P.S. 42 - MANHATTAN,OTHER,331239,223
M043,I.S. 286 - MANHATTAN,OTHER,153003,103
M043,I.S. 286 - MANHATTAN,ROOF,13276406,8928
M043,I.S. 367 - MANHATTAN,OTHER,443027,298
M043,URBAN ASSEMBLY SCHOOL,OTHER,129871,87
M043,URBAN ASSEMBLY SCHOOL FOR THE,OTHER,104428,70
M044,I.S. 245 - MANHATTAN,OTHER,513486,345
M044,P.S. 334 - MANHATTAN,OTHER,222304,149
M047,J.H.S. 47 (SCH FOR THE DEAF) -,OTHER,539461,363
M048,P.S. 48 - MANHATTAN,OTHER,1261740,849
M052,J.H.S. 52 - MANHATTAN,FLOOD,3560375,2394
M052,J.H.S. 52 - MANHATTAN,OTHER,926567,623
M054,I.S. 54 - MANHATTAN,OTHER,11425272,7683
M056,J.H.S. 292 - MANHATTAN,OTHER,703059,473
M056,J.H.S. 292 - MANHATTAN,ROOF,5210525,3504
M057,P.S. 57 - MANHATTAN,OTHER,5805269,3904
M058,M035 SPED - MANHATTAN,OTHER,647302,435
M060,EAST SIDE COMMUNITY SCHOOL,OTHER,7942937,5342
M060,EASTSIDE COMMUNITY HS - M,OTHER,5928388,3987
M063,P.S. 63 - MANHATTAN,OTHER,1697817,1142
M064,I.S. 839 - MANHATTAN,OTHER,465000,313
M064,P.S. 364 - MANHATTAN,OTHER,210000,141
M064,P.S. 64 - MANHATTAN,OTHER,880020,592
M066,P.S. 151 - MANHATTAN,OTHER,99518,67
M066,P.S. 151 - MANHATTAN,ROOF,2075560,1396
M070,MUSEUM SCHOOL - MANHATTAN,OTHER,100000,67
M070,NYC LAB HS - MANHATTAN,OTHER,669907,451
M070,NYC LAB MIDDLE SCHOOL - M,OTHER,80000,54
M070,NYC LAB MIDDLE SCHOOL - MANHAT,OTHER,554029,373
M075,I.S. 250 - MANHATTAN,OTHER,98565,66
M075,P.S. 75 - MANHATTAN,OTHER,10468720,7040
M079,M079 SPED - MANHATTAN,OTHER,462221,311
M081,ADULT AND CONTINUING EDUCATION,OTHER,986109,663
M081,DEMOCRACY PREP HARLEM CHARTER,OTHER,6268674,4216
M081,LYFE,OTHER,3270826,2200
M084,I.S. 247 - MANHATTAN,OTHER,92625,62
M084,P.S. 84 - MANHATTAN,OTHER,706215,475
M084,P.S. 84 - MANHATTAN,ROOF,2672693,1797
M087,P.S. 87 - MANHATTAN,OTHER,11594500,7797
M087,P.S. 87 - MANHATTAN,ROOF,10511867,7069
M088,WADLEIGH SCNDRY SCHL FOR PERMG,OTHER,458266,308
M088,WADLEIGH SECONDARY SCHOOL,OTHER,419376,282
M088,WADLEIGH SECONDARY SCHOOL FOR,OTHER,121244,82
M090,I.S. 319 - MANHATTAN,OTHER,156547,105
M092,P.S. 92 - MANHATTAN,OTHER,5994032,4031
M093,P.S. 210 - MANHATTAN,OTHER,428113,288
M096,P.S. 96 - MANHATTAN,OTHER,427651,288
M098,P.S. 98 - MANHATTAN,FLOOD,11177669,7517
M098,P.S. 98 - MANHATTAN,OTHER,768151,517
M101,PS/IS 375 - MANHATTAN,OTHER,236211,159
M111,P.S. 111 - MANHATTAN,OTHER,376165,253
M111,P.S. 111 - MANHATTAN,ROOF,8444303,5679
M113,P.S. 241 - MANHATTAN,FLOOD,2011067,1352
M114,I.S. 114 - MANHATTAN,OTHER,35000,24
M114,I.S. 114 - MANHATTAN,ROOF,2165543,1456
M115,P.S. 115 - MANHATTAN,OTHER,2427975,1633
M116,P.S. 116 - MANHATTAN,OTHER,994939,669
M118,I.S. 258 - MANHATTAN,OTHER,508096,342
M118,LAFAYETTE ACADEMY - MANHATTAN,OTHER,5997372,4033
M118,P.S. 333 - MANHATTAN,OTHER,674353,453
M118,P.S. 333 - MANHATTAN,ROOF,14395188,9681
M123,P.S. 123 - MANHATTAN,OTHER,631396,425
M124,P.S. 124 - MANHATTAN,OTHER,147806,99
M125,I.S. 362 - MANHATTAN,OTHER,5812563,3909
M125,P.S. 125 - MANHATTAN,FLOOD,9356516,6292
M125,P.S. 125 - MANHATTAN,OTHER,1624273,1092
M128,P.S. 128 - MANHATTAN,OTHER,11560514,7774
M128,P.S. 513 - MANHATTAN,OTHER,34725,23
M129,P.S. 129 - MANHATTAN,FLOOD,33403242,22464
M129,P.S. 129 - MANHATTAN,OTHER,83958,56
M130,P.S. 130 - MANHATTAN,OTHER,308630,208
M131,EMMA LAZARUS HIGH SCHOOL,OTHER,158965,107
M131,EMMA LAZARUS HIGH SCHOOL,ROOF,96930,65
M131,I.S. 131 - MANHATTAN,OTHER,420943,283
M131,PACE HIGH SCHOOL - MANHATTAN,OTHER,249235,168
M132,DOS PUENTES ELEMENTARY SCHOOL,OTHER,263257,177
M132,P.S. 132 - MANHATTAN,OTHER,10327306,6945
M133,P.S. 133 - MANHATTAN,OTHER,610090,410
M134,P.S. 134 - MANHATTAN,ROOF,25966399,17462
M136,I.S. 302 - MANHATTAN,OTHER,1417350,953
M136,MOTT HALL HS - MANHATTAN,OTHER,130000,87
M137,P.S. 184 - MANHATTAN,OTHER,2119856,1426
M140,P.S. 140 - MANHATTAN,OTHER,266127,179
M140,P.S. 140 - MANHATTAN,ROOF,27689118,18621
M142,P.S. 142 - MANHATTAN,OTHER,117907,79
M143,I.S. 143 - MANHATTAN,OTHER,1767317,1189
M143,I.S. 348 - MANHATTAN,OTHER,300941,202
M144,P.S. 242 - MANHATTAN,FLOOD,3727819,2507
M144,P.S. 242 - MANHATTAN,OTHER,6407253,4309
M145,P.S. 145 - MANHATTAN,OTHER,5835668,3924
M145,WEST PREP ACADEMY - MANHATTAN,OTHER,1230788,828
M149,P.S. 149 - MANHATTAN,OTHER,45535,31
M152,P.S. 152 - MANHATTAN,OTHER,3956359,2661
M153,P.S. 153 - MANHATTAN,OTHER,459615,309
M153,P.S. 368 - MANHATTAN,OTHER,274235,184
M158,P.S. 158 - MANHATTAN,OTHER,3870701,2603
M161,P.S. 161 - MANHATTAN,OTHER,163931,110
M163,P.S. 163 - MANHATTAN,OTHER,4241728,2853
M164,I.S. 328 - MANHATTAN,OTHER,499958,336
M165,I.S. 862 - MANHATTAN,OTHER,10683,7
M165,P.S. 165 - MANHATTAN,OTHER,583925,393
M165,P.S. 165 - MANHATTAN,ROOF,24051544,16175
M166,P.S. 166 - MANHATTAN,OTHER,930284,626
M166,P.S. 166 - MANHATTAN,ROOF,12808988,8614
M167,I.S. 167 - MANHATTAN,OTHER,1515623,1019
M169,M169 SPED - MANHATTAN,FLOOD,3292865,2214
M169,M169 SPED - MANHATTAN,OTHER,917543,617
M171,P.S. 171 - MANHATTAN,FLOOD,17758493,11942
M171,P.S. 171 - MANHATTAN,OTHER,9369420,6301
M171,P.S. 964 - MANHATTAN,OTHER,100000,67
M173,I.S. 349 - MANHATTAN,OTHER,41000,28
M173,P.S. 173 - MANHATTAN,FLOOD,10781515,7251
M173,P.S. 173 - MANHATTAN,OTHER,1009173,679
M175,P.S. 175 HENRY H GARNET - M,OTHER,767401,516
M176,P.S. 314 - MANHATTAN,OTHER,221895,149
M178,P.S. 178 - MANHATTAN,OTHER,493955,332
M180,P.S. 180 - MANHATTAN,OTHER,100000,67
M183,P.S. 183 - MANHATTAN,FLOOD,15001814,10089
M183,P.S. 183 - MANHATTAN,OTHER,6541534,4399
M185,P.S. 185 - MANHATTAN,OTHER,242566,163
M187,P.S. 187 - MANHATTAN,ROOF,4228934,2844
M189,P.S. 189 - MANHATTAN,FLOOD,12957619,8714
M189,P.S. 189 - MANHATTAN,OTHER,352756,237
M190,P.S. 290 - MANHATTAN,FLOOD,6396653,4302
M190,P.S. 290 - MANHATTAN,OTHER,483629,325
M190,P.S. 290 - MANHATTAN,ROOF,1867239,1256
M191,P.S. 452 - MANHATTAN,OTHER,787889,530
M191,THE RIVERSIDE SCHOOL FOR MAKER,OTHER,231177,155
M192,HAMILTON GRANGE MIDDLE SCHOOL,OTHER,421947,284
M192,P.S. 192 - MANHATTAN,OTHER,161647,109
M192,P.S. 325 - MANHATTAN,OTHER,140000,94
M194,P.S. 194 - MANHATTAN,FLOOD,4289972,2885
M194,P.S. 194 - MANHATTAN,OTHER,288314,194
M195,I.S. 195 - MANHATTAN,OTHER,19270,13
M195,I.S. 195 - MANHATTAN,ROOF,2115329,1423
M195,NEW DESIGN MIDDLE SCHOOL - M,OTHER,193841,130
M195,NEW DESIGN MIDDLE SCHOOL - MAN,OTHER,77939,52
M197,P.S. 197 - MANHATTAN,OTHER,51302,35
M198,P.S. 198 - MANHATTAN,OTHER,1634443,1099
M198,P.S. 198 - MANHATTAN,ROOF,9775526,6574
M198,P.S. 77 - MANHATTAN,OTHER,143250,96
M199,P.S. 199 - MANHATTAN,OTHER,1760534,1184
M207,P.S. 149 - MANHATTAN,OTHER,424158,285
M218,I.S. 218 - MANHATTAN,OTHER,10837064,7288
M218,I.S. 293 - MANHATTAN,OTHER,1064094,716
M218,I.S. 322 - MANHATTAN,OTHER,139242,94
M223,I.S. 223 - MANHATTAN,OTHER,246992,166
M233,P.S. 132 - MANHATTAN,OTHER,2034854,1368
M234,P.S. 234 - MANHATTAN,OTHER,1902139,1279
M263,P.S. 366 - MANHATTAN,OTHER,36000,24
M267,P.S. 267 - MANHATTAN,OTHER,410669,276
M267,P.S. 267 - MANHATTAN,ROOF,3304843,2222
M282,RICHARD R. GREEN HS OF TEACHIN,OTHER,170000,114
M282,URBAN ASSEMBLY SCHOOL - MANHAT,OTHER,100000,67
M338,P.S. 51 - MANHATTAN,OTHER,100000,67
M371,P.S. 318 - MANHATTAN,OTHER,84233,57
M440,HUDSON HS OF LEARNING TECH - M,OTHER,200000,134
M440,HUMANITIES PREPARATORY ACAD,OTHER,2445752,1645
M440,JAMES BALDWIN SCHOOL - M,FLOOD,8251565,5549
M440,JAMES BALDWIN SCHOOL - M,OTHER,13010843,8750
M440,JAMES BALDWIN SCHOOL - MANHATT,OTHER,477324,321
M440,LANDMARK HS - MANHATTAN,OTHER,179400,121
M440,MANHATTAN BUSINESS ACADEMY,OTHER,99246,67
M440,QUEST TO LEARN - MANHATTAN,OTHER,150000,101
M444,PRE-K CENTER @ 606 WEST 57TH,OTHER,7846851,5277
M445,ESSEX STREET ACADEMY - M,OTHER,919466,618
M445,ESSEX STREET ACADEMY - MANHATT,OTHER,130704,88
M445,NEW DESIGN HS - MANHATTAN,OTHER,871187,586
M446,UNIVERSITY NEIGHBORHOOD HS - M,OTHER,46776,31
M451,LIBERTY HS ACADEMY FOR NEWCOME,OTHER,755952,508
M460,GRAMERCY ARTS HS - MANHATTAN,OTHER,2159120,1452
M460,HS FOR LANGUAGE AND DIPLOMACY,OTHER,500,0
M460,INT'L HS AT UNION SQUARE - MAN,OTHER,100000,67
M460,UNION SQUARE ACADEMY FOR HLTH,OTHER,294000,198
M460,WASHINGTON IRVING H.S.,OTHER,3557964,2393
M460,WASHINGTON IRVING HS - M,FLOOD,54608834,36724
M460,WASHINGTON IRVING HS - M,OTHER,7673093,5160
M464,P.S. @ TRINITY PLACE - M,NEW SCHOOL,52684200,35430
M465,GEORGE WASHINGTON H.S.,OTHER,206533,139
M465,HS FOR HEALTH CAREER & SCIENCE,FLOOD,37803019,25422
M465,HS FOR HEALTH CAREER & SCIENCE,OTHER,10818490,7275
M465,HS FOR MEDIA & COMM - M,OTHER,1792116,1205
M465,HS FOR MEDIA & COMM - MANHATTA,OTHER,39699,27
M465,THE COLLEGE ACADEMY - M,OTHER,2073939,1395
M470,FRANK MCCOURT HS- MANHATTAN,OTHER,396620,267
M470,GLOBAL LEARNING COLLABORATIVE,OTHER,245289,165
M470,INNOVATION DIPLOMA PLUS,OTHER,555416,374
M470,THE GLOBAL LEARNING COLLABORAT,OTHER,72824,49
M470,URBAN ASSEMBLY SCHOOL,OTHER,3720428,2502
M471,M000 - MANHATTAN,OTHER,7818842,5258
M471,PRE-K CENTER @ 355 EAST 76 ST,OTHER,22194424,14926
M475,HEALTH PROF & HUMAN  SVCS,OTHER,101319,68
M475,HS FOR HEALTH PROF & HUMAN SER,OTHER,100000,67
M475,INSTITUTE FOR COLLABORATIVE ED,OTHER,139999,94
M480,JULIA RICHMAN H.S.,OTHER,360127,242
M480,M226 SPED - MANHATTAN,OTHER,35000,24
M480,MANHATTAN INTERNATIONAL HS - M,OTHER,35000,24
M480,P.S. 225 - MANHATTAN,OTHER,40486,27
M480,TALENT UNLIMITED HS - M,OTHER,2109999,1419
M480,TALENT UNLIMITED HS - MANHATTA,OTHER,119417,80
M480,URBAN ACADEMY LABORATORY HS -,OTHER,688911,463
M480,VANGUARD HS - MANHATTAN,OTHER,169639,114
M484,TEACHERS COLLEGE COMMUNITY SC,OTHER,7409856,4983
M485,FIORELLO LAGUARDIA HS - M,OTHER,9357413,6293
M485,FIORELLO LAGUARDIA HS - MANHAT,OTHER,1184701,797
M486,J. K. ONASSIS HS FOR INT CAREE,OTHER,199703,134
M486,JK ONASSIS HS FOR INT CAREERS,FLOOD,5953123,4003
M488,ART & DESIGN VOC HS - MANHATTA,OTHER,194561,131
M488,P.S. 59 - MANHATTAN,OTHER,249249,168
M490,HS FOR ARTS & TECHNOLOGY - M,OTHER,604380,406
M490,HS FOR ARTS & TECHNOLOGY - M,ROOF,15472041,10405
M490,HUNTER SCIENCE HS - MANHATTAN,OTHER,550044,370
M490,MANHATTAN THEATER LAB - MANHAT,OTHER,5654,4
M490,P.S. 859 - MANHATTAN,OTHER,111662,75
M493,P.S. @ HUDSON SQUARE - M,NEW SCHOOL,46651408,31373
M501,URBAN ASMBLY SCHL GLBL COMMRCE,OTHER,10299168,6926
M506,EDWARD REYNOLDS WEST SIDE HS,FLOOD,13507,9
M506,EDWARD REYNOLDS WEST SIDE HS,ROOF,4785528,3218
M510,CASCADES CTR FOR TCHING & LNG,OTHER,704914,474
M510,SATELLITE AT FORSYTHE,FLOOD,10818577,7275
M510,SATELLITE AT FORSYTHE,OTHER,368762,248
M520,BERGTRAUM HS - MANHATTAN,OTHER,12308306,8277
M520,BERGTRAUM HS (ECF),OTHER,37135,25
M520,MANHATTAN EARLY COLLEGE SCHOOL,OTHER,311956,210
M520,URBAN ASSEMBLY MAKER ACADEMY,OTHER,100000,67
M528,I.S. 528 - MANHATTAN,OTHER,139695,94
M535,FACING HISTORY SCHOOL - MANHAT,OTHER,50000,34
M535,MANHATTAN BRIDGES - MANHATTAN,OTHER,918577,618
M535,PARK WEST HS (ECF),OTHER,62199472,41829
M535,URBAN ASSEMBLY HS - MANHATTAN,OTHER,119875,81
M540,A. PHILIP RANDOLPH HS -M,FLOOD,68411835,46007
M540,A. PHILIP RANDOLPH HS -M,OTHER,2372796,1596
M540,A. PHILIP RANDOLPH HS -MANHATT,OTHER,311805,210
M600,FASHION INDUSTRIES VOC HS - M,FLOOD,17324345,11651
M600,FASHION INDUSTRIES VOC HS - M,OTHER,401544,270
M615,CHELSEA VOC HS - MANHATTAN,OTHER,50000,34
M615,NYC ISCHOOL - MANHATTAN,OTHER,100924,68
M620,MANHATTAN ACADEMY OF ARTS AND,OTHER,401651,270
M620,MURRAY HILL ACADEMY HS - M,FLOOD,17706054,11907
M620,MURRAY HILL ACADEMY HS - M,OTHER,15093885,10151
M620,NORMAN THOMAS H.S.,OTHER,31830,21
M620,NORMAN THOMAS HS - MANHATTAN,OTHER,2429952,1634
M620,UNITY HS - MANHATTAN,OTHER,431011,290
M625,GRAPHIC COMMUNICATION ARTS,OTHER,34483,23
M625,HS OF GRAPHIC COMM. ARTS (VOC),OTHER,13103666,8812
M625,HS OF GRAPHIC COMM. ARTS (VOC),ROOF,10546098,7092
M625,STEPHEN T. MATHER BUILDING ART,OTHER,1242346,835
M625,THE BUSINESS OF SPORTS SCHOOL,OTHER,100000,67
M634,NEW YORK HARBOR SCHOOL ANNEX,OTHER,25626441,17234
M641,CITY-AS-SCHOOL - MANHATTAN,OTHER,158150,106
M641,M721 SPED - MANHATTAN,OTHER,12309978,8278
M660,SCHOOL OF THE FUTURE - MANHATT,OTHER,130240,88
M661,OLD MABLE DEAN BACON VOC HS AX,OTHER,924272,622
M751,M751 SPED - MANHATTAN,OTHER,599133,403
M812,"HS FOR MATH, SCI AND ENGINEERI",OTHER,99010,67
M814,I.S. 346 - MANHATTAN,OTHER,35000,24
M816,P.S. 527 - MANHATTAN,OTHER,200000,134
M832,LANDMARK H.S. @ COALITION,OTHER,31830,21
M833,HS FOR ECONOMICS & FINANCE - M,OTHER,161362,109
M834,HS FOR ENVIRONMENTAL STUDIES,OTHER,4965092,3339
M834,HS FOR ENVIRONMENTAL STUDIES -,OTHER,221275,149
M834,INDEPENDENCE HS - MANHATTAN,OTHER,50000,34
M837,WEST END SECONDARY SCHOOL - M,OTHER,24031110,16161
M837,WEST END SECONDARY SCHOOL - MA,OTHER,314945,212
M841,M811 SPED - MANHATTAN,FLOOD,6725926,4523
M845,P.S. 98 - MANHATTAN,OTHER,270117,182
M847,P.S. 152 - MANHATTAN,OTHER,10130615,6813
M855,ELEANOR ROOSEVELT HS - MANHATT,OTHER,163053,110
M860,P.S. 343 - MANHATTAN,OTHER,676994,455
M874,BARUCH COLLEGE CAMPUS HS - M,OTHER,200000,134
M876,GREGORIO LUPERON PREP. SCHOOL,OTHER,7051961,4742
M883,COALITION H.S. - LEGACY,OTHER,31830,21
M883,HARVEST COLLEGIATE HIGH SCHOOL,OTHER,64972,44
M894,HS FOR LEADERSHIP & PUBLIC SER,OTHER,80000,54
M894,LEADERSHIP & PUBLIC SERVICE HS,OTHER,34483,23
M896,NYC PUBLIC SCHOOL REPERTORY CO,OTHER,448785,302
M898,P.S. 18 - MANHATTAN,OTHER,75000,50
M911,HARLEM RENAISSANCE HS - M,OTHER,100000,67
M912,BEACON HS - MANHATTAN,OTHER,50000,34
M912,M035 SPED - MANHATTAN,OTHER,100000,67
